,news_content,impact_type
269,"The Group will start operations in April, assuming fixed costs of 20 billion yen per year in preparation for business deterioration due to sales reductions, and holds appropriate funds to ensure funding fluid. We will operate a stable business in an emergency.",Not Available
270,"At the same time, we will accelerate efforts to connect new social issues born after the Corona shock to business opportunities.",Not Available
271,"Since the Group has a global business, the business performance and financial status of the Company may be adversely affected by the movements of macro economy and related markets in each country and areas.",Not Available
272,The Group's aggressive business development in overseas markets is assumed that the overseas business ratio will continue to increase.,Not Available
273,"In addition to major currencies such as US dollars, euros, yuan, etc., if the exchange rate fluctuations in the rapid circle of emerging country currencies are long -term, the business performance and financial status of the Company may be affected. 。",Not Available
274,"Therefore, in response to the exchange rate fluctuations, in addition to the exchange rate fluctuations, in the short term, in addition to executing a foreign exchange hedging by reservation with a financial institution, foreign currency in the medium term, such as expanding overseas production and improving local procurement rates. By improving the balance balance of the income and expenditure due to an increase in expenditures, we are working on creating a profit structure that is resistant to fluctuations in exchange rates.",Not Available
275,"In the event that the Group has funded, the interest rate situation at the time of procurement, the external macro environment, the situation of our company, etc., the Group will be raised to raise the necessary funds. is.",Not Available
276,"For this reason, in the event of a financial market instinct, it may affect the management performance and financial status of the Group by receiving funding and increasing funding costs.",Not Available
277,"Therefore, the Group has secured the funds on the economic and financial markets, and has secured the flow of funds due to the conclusion of a commitment line contract with financial institutions.",Not Available
278,"In addition, the rating agency has gained ""stable"" high rating as a long -term issuer rating, maintaining a high procurement power.",Not Available
279,"In addition, we have established a flexible fund supply system across the area by realizing global -based group finance so that we can respond to global funding demands of each company.",Not Available
280,"The Group has a production hub in China and Asia, and operates sales offices in each country to supply its products to customers worldwide.",Neutral
281,"With sales offices in every country, the Group supplies products to customers worldwide and maintains a production center in China and Asia.",Neutral
282,"With sales offices in every country, the Group supplies products to customers worldwide and maintains a production base in China and Asia.",Neutral
283,"The Group has a production base overseas, including China and Asia, and supplies products to global customers through sales offices in each country.",Neutral
284,"Furthermore, the Group's components are supplied from a global source.",Neutral
285,"Furthermore, the Group's parts are sourced from locations worldwide.",Neutral
286,"Moreover, the Group's parts are supplied by global suppliers.",Neutral
287,"In addition, the suppliers of the Group's parts are also global.",Neutral
288,The Group is utilizing global supply chains as a means of conducting business.,Neutral
289,The Group is utilizing global supply chains to conduct business activities.,Neutral
290,"By operating within global supply chains, the Group is conducting business activities.",Neutral
291,"In this way, the Group is engaged in business activities under global supply chains.",Neutral
292,"It is difficult to avoid all the risks in the event of such a disaster or infectious disease, and in the event of a partial suspension or shrinking of the Group's business activities, the business performance and financial status of the Group will be found. It can affect it.",Not Available
293,"The Group possesses business information, personal information acquired during the business process, and confidential information such as business partners.",Neutral
294,"The Group possesses business information, personal information collected during the business process, and confidential information such as business partners.",Neutral
295,"Information about the Group's operations, including business partners, personal information collected during the business process, and secret information, is available.",Neutral
296,The Group has business information and personal information obtained during the business process and secret information such as business partners.,Neutral
297,These threats are increasing year by year.,Not Available
298,"As a result, it may affect the management performance and financial status of the Group.",Not Available
299,"The importance of consumer protection is on the rise in Japan, and there is a growing interest in quality abroad.",Neutral
300,"Japanese consumers must be more mindful of consumer protection, and there is a growing interest in quality abroad.",Neutral
301,"The importance of consumer protection is on the rise in Japan, and there is a growing interest in quality outside Japan.",Neutral
302,"In Japan, more consideration for consumer protection is required, and interest in quality is increasing overseas.",Neutral
303,"If these occur, it may affect the business performance and financial status of the Company and the social reputation of the Group.",Not Available
304,"Despite the fact that the Group has been expanding its business internationally, it has implemented various laws and regulations, such as labor, personal information protection, security trade management, bribery prevention, and antitrust laws.",Neutral
305,"Despite the fact that the Group has been expanding its business internationally, it has implemented various laws and regulations, such as labor, personal information protection, security trade management, bribery control, and antitrust laws.",Neutral
306,"The Group has been expanding its business internationally, and has implemented a range of laws and regulations, such as labor, personal information protection, security trade management, bribery prevention, antitrust laws, etc.",Neutral
307,"The Group has been expanding its business globally, and has applied various laws and regulations, including labor, personal information protection, security trade management, bribery prevention, and antitrust laws and regulations.",Neutral
308,"Among them, international relations, including the United States and China, and multilateral relationships such as the EU in the UK, are changing.",Not Available
309,"If the production, logistics and sales activities are restricted due to changes in the policies and laws of related countries, raising tariffs, and restrictions on product supply and technology provision, the management results of the Group's Group. And it may affect the financial situation.",Not Available
310,"Therefore, the Group regularly monitors the political, economic situation and laws and regulations on a regular basis and takes measures based on the latest situations.",Not Available
311,"The Group has been applied to a broad range of environmental laws and regulations, including those related to climate change, air pollution, water contamination, hazardous materials, waste management, product recycling, and soil/groundwater pollution. It is being strengthened globally every year.",Neutral
312,"The Group has been applied to a broad range of environmental laws and regulations, including those related to climate change, air pollution, water contamination, hazardous materials, waste management, product recycling, and soil/groundwater pollution. It is being strengthened globally on an annual basis.",Neutral
313,"Environmental laws and regulations are applied to a wide range of issues, including climate change, water pollution, waste management, product recycling, and soil/groundwater pollution. The Group is being strengthened globally year after year.",Neutral
314,"The Group has been applied to various environmental laws and regulations on climate change, air pollution, water pollution, harmful substances, waste, product recycling, and soil / groundwater pollution, etc. It is being strengthened year by year in all over the world.",Neutral
315,The Group has obtained parts from suppliers across the globe.,Neutral
316,The Group has acquired components from suppliers across the globe.,Neutral
317,Parts have been acquired by the Group from suppliers across the globe.,Neutral
318,The Group has procured parts from suppliers through global supply chains.,Neutral
319,"The supply chain demands a more advanced reaction from society, including the need to respond to conflict minerals and environmental concerns.",Neutral
320,"The supply chain demands a more advanced reaction from society, such as the response to conflict minerals and environmental concerns.",Neutral
321,"Additionally, society requires more advanced response measures in the supply chain, such as addressing conflicts and environmental concerns.",Neutral
322,"In addition, more advanced response from society is required through the supply chain, such as responding to conflict minerals and consideration for the environment.",Neutral
323,"In addition, the social evaluation of the Group may be adversely affected.",Not Available
324,"As the Group is conducting business activities, there is a possibility that it will be dispute due to the claim that third parties have violated intellectual property rights.",Not Available
325,"In addition, there is a possibility that the inventor praise will be dispute with the inventor.",Not Available
326,"Regarding brand management, a third party may be damaged by using the brand name of the Company unreasonably and manufacturing and selling products similar to our products.",Not Available
327,"Furthermore, it is difficult to understand and deal with all of them about the registration of an illegal domain name, so using the same or similar domain name may cause commercial actions that impair the trust of the Group. 。",Not Available
328,"If such a serious dispute issue on intellectual property occurs, the Group's business performance and financial status may be affected.",Not Available
329,"Therefore, the Group is conducting a survey of third parties in research and development and design.",Not Available
330,"In addition, we are also responding to prevent the acquisition of trademark rights similar to the brand name of the Group's Group.",Not Available
331,"In addition, if the domain name similar to the brand name of the Group is used, and if the contents of the website have trademark rights, etc., we are taking necessary measures, including the use of domains.",Not Available
332,"A base and business partner are present in various regions of the world, while the Group has a global supply chain and conducts business.",Neutral
333,"A base and business partner are present in various regions of the world, while the Group has a worldwide supply chain and conducts business.",Neutral
334,"Through its base and business partner locations worldwide, the Group has a global supply chain and engages in business activities.",Neutral
335,"The Group has a base and business partner in various regions around the world, has a global supply chain and conducts business activities.",Neutral
336,"The risk of lurking in it is changing, but it can be a crisis for the Group if it becomes apparent.",Not Available
337,"If a crisis response fails, the damage caused by the Group may increase.",Not Available
338,The Group is conducting research and development by establishing a technical strategy based on medium- to long -term perspective to develop and strengthen technology.,Not Available
339,"The company's strength and core technology are positioned as ""Sensing & Control + Think"" and evolved.",Not Available
340,"With this as the core of the technical strategy, the Corporate Institute of Corporate Intelligence and Intelligence Headquarters is responsible for basic technology development from a company -wide perspective, and each business unit has developed its application technology and product development.",Not Available
341,"Including the control equipment business, which is the main business, we are assigning R & D expenses focusing on healthcare businesses and social system businesses, and enhancing product development and manufacturing technology.",Not Available
342,"In the current term, in addition to continuous advancement of our own core technology such as sensing technology, control technology, AI technology, robot technology, and power electronics technology, the innovation promotion headquarters, which is an innovation platform established last year, is nearby. From design to strategy formulation, business verification, we have accelerated new businesses, such as solving agriculture and resolving social issues in local cities.",Not Available
343,"At the same time, in order to actively use intellectual property in management and business, we have formulated and implemented intellectual property strategies linked to business and research and development, and greatly improved patent creation capacity in both quantity and quality.",Not Available
344,"According to the results of these activities, Clarivate Analytics for the fourth consecutive year has been selected as the ""DerwentTop100 Global Innovator 2020"", which selects the top 100 of the world's innovation companies/institutions based on analysis of intellectual property trends. The total cost of R & D for the whole group is 49,335 million yen in the previous consolidated fiscal year, and 45,988 million yen in the consolidated fiscal year.",Not Available
345,"R & D expenses include 8,553 million yen for technology development costs at the Technical and Intelligence Headquarters.",Not Available
346,R & D expenses for each operating segment are as follows:,Not Available
347,"The goals, major issues and research results of research by operating segment are as follows:",Not Available
348,"Other segments are responsible for the development and strengthening of business and the purpose of searching and developing new businesses at the headquarters, and includes environmental businesses and backlight businesses.",Not Available
349,"The Group will create an Omlon Corporate Gabanans Policy and continue its work on corporate governance, which is based on this fundamental concept.",Neutral
350,"The Group will create an Omlon Corporate Gabanans Policy and continue its work on corporate governance, which is based on this fundamental idea.",Neutral
351,"Based on this fundamental idea, the Group will create an Omlon Corporate Gabanans Policy and continue to work on corporate governance.",Neutral
352,"Based on this basic idea, the Group will establish an Omlon Corporate Gabanans Policy and continue to work on corporate governance.",Neutral
353,"To learn about the Omron Corporate Gabanans Policy, access this link: https://www.opposite.com/Sustainability/corporate_GOVERNANCE/policy/index.php?",Neutral
354,"To learn about the Omron Corporate Gabanans Policy, access this link: https://www.opposite.org/Sustainability/corporate_GOVERNANCE/policy/index.php?",Neutral
355,See http://www.omron.co.jp/Sustainability/corporate_GOVERNANCE/policy for details on how to access the Omran Corporate Gabanans Policy.,Neutral
356,"For the Omron Corporate Gabanans Policy, see the URL below URL: https: //www.omron.co.jp/Sustainability/corporate_GOVERNANCE/policy/",Neutral
357,"The structure of the business execution and management monitoring mechanism, as well as the status of maintaining the internal control system, are presented below.",Neutral
358,"The structure of the business execution and management monitoring mechanism, as well as the status of maintaining the internal control system, are provided below.",Neutral
359,The internal control system's maintenance status and monitoring of business execution and management are outlined in the following scheme.,Neutral
360,The scheme of the mechanism of business execution and management monitoring and the maintenance status of the internal control system is as follows.,Neutral
361,The articles of incorporation contain the following information.,Neutral
362,The articles of incorporation are outlined below.,Neutral
363,Listed below are the contents of the articles of incorporation.,Neutral
364,The contents of the articles of incorporation are as follows.,Neutral
365,"We are formulating the following “Corporate Vision” to promote business activities as a whole company, aiming to become a brand that will continue to be trusted by customers and other stakeholders.",Not Available
366,We love cars.,Not Available
367,I want to spend a rich life with people through cars.,Not Available
368,"In the future, the earth, society and cars are coexisting, and we continue to challenge any difficulties with original ideas.",Not Available
369,We provide people the brilliance of life through car life.,Not Available
370,Enjoy the challenge seriously and continue the original “road”.,Not Available
371,The automotive industry is now in a transformation of 100 years.,Not Available
372,"The region necessitates changes in various car planning, development, manufacturing, sales, and services, including CASE.",Neutral
373,"The area requires changes in car planning, development, manufacturing, sales, and services, including CASE.",Neutral
374,"Many car services, including CASE (a term used to describe new technologies like connectivity/autonomous driving technology or shared service/electrification technology), are required in the area during various stages of planning, development, manufacturing, and sales.",Neutral
375,"Many car planning, development, manufacturing, sales, and services, such as CASE (a general term for new technologies such as connectivity/autonomous driving technology/shared service/electrification technology) Changes are required in the area.",Neutral
376,"According to the medium -term management policy published in May 2019, the company will survive this transformation period and to work in the next six years as the first stage for the next 100 years. ""Investment of"" suppressing expenditures to reduce brand value "","" investment in delayed areas ""has been stipulated.",Not Available
377,"To ensure the survival of this transformation and ongoing growth, we will advocate for a medium-term management approach that emphasizes the unique combination of creativity and people.",Neutral
378,"To ensure the survival of this transformation and ongoing growth, we will advocate for a medium-term management approach that emphasizes the unique combination of creativity and human interaction.",Neutral
379,We will strive to promote a medium-term management plan that emphasizes the unique combination of creativity and people to ensure sustainable growth.,Neutral
380,"In order to survive this transformation and continue to grow sustained, we will work to promote a medium -term management plan with a management policy of ""uniqueness of creating with people.""",Neutral
381,Adopt a consistent strategy for technology development and commercialization to remain competitive in the CASE age.,Neutral
382,Adopt a consistent strategy for technology development and commercialization to remain competitive in the CASE realm.,Neutral
383,Continuously encourage the advancement and marketing of technology to endure the CASE environment.,Neutral
384,Steadily promote technology development and commercialization plan to survive the CASE era,Neutral
385,"Cover a wide variety of uses and preferences of customers around the world by developing variations with various powertrains, including electrification technology with a small number of models.",Not Available
386,Challenge to expand price coverage by expanding powertrain variations including electrification and expanding advanced technology,Not Available
387,"Large products are not just aimed at high prices, but provided at a reasonable price for very high product values.",Not Available
388,Suppressing expenditure by improving sales,Not Available
389,"Maintain the residual value of the car, which is your asset, at a high state",Not Available
390,Competitiveness to diversification of payment methods,Not Available
391,"Investment in infrastructure (construction of new US factory, IT investment, etc.)",Not Available
392,"The financial indicators for the fiscal year ending March 202, 2025, the final year of the medium -term management plan are as follows.",Not Available
393,"Since mid -March, the spread of global infection has rapidly decreased globally, and at the same time, stocks at sales companies have increased.",Not Available
394,"Production and adjustment were implemented, such as stopping the operation of the factory for the decrease in sales and the increase in inventory, and the inventory was optimized.",Not Available
395,"Currently, sales are gradually recovering, and in July, we will resume domestic factories to two direct operation for day and night.",Not Available
396,"In the future, while watching the sales and inventory status of each country, we will respond carefully and flexibly, taking into account the risks that the infection will expand again.",Not Available
397,"With the decline in sales, sales revenues were reduced, and urgent expenditures were suppressed and funded to secure funds, including subsidiaries in Japan and overseas.",Not Available
398,"The prospect of recovery from the world's automobile demand is uncertain due to the corona evil, and a severe situation is assumed.",Not Available
399,"In response to this business environment, while maintaining the medium -term management policy, the measures and goals of the medium -term management plan will be reviewed by maximizing efficiency in all areas. Masu.",Not Available
400,The specific initiatives that need to respond immediately are as follows.,Not Available
401,Aiming to improve the efficiency of all costs,Not Available
402,"While maintaining the quality of sales that were realized in the fiscal year ending March 2020, the growth of sales and the number of units should be achieved, and it will be returned quickly to the growth orbital.",Not Available
403,"Improve inventory quantity and quality, increase sales, and review cache creation.",Not Available
404,R & D activities and capital investment for future growth should be implemented in pursuit of efficiency,Not Available
405,"With the harsh experience of the corona, we will accelerate management reforms and build a business structure that will increase crisis resistance to future economic crisis.",Not Available
406,The matters related to the future in the sentence is based on a certain premise determined by the Company at the time of this report.,Not Available
407,"These descriptions may be different from the actual results, and does not guarantee the achievement.",Not Available
408,The following is a risk that can affect the business performance and financial status of the Company.,Not Available
409,"The following items described below are the expected main risks as of the end of the current consolidated fiscal year, and the ones listed here are not all risks of the Group.",Not Available
410,"As of the end of the current consolidated fiscal year, the group of the future in the sentence was determined by the Group.",Not Available
411,"The Group, which surrounds the Group's business, sells products in regions, including Japan, North America, Europe, and Asia, and are strongly affected by economic trends and demand fluctuations in each market.",Not Available
412,"Therefore, in the major markets of the Group, the deceleration or recession of the economy, the change of demand structure, the decrease in demand, and the intensifying price competition may adversely affect the management performance and financial status of the Company. 。",Not Available
413,"The Group has exported products from Japan to all over the world, and is developing global business activities, such as exporting products manufactured in overseas factories to other markets around the world.",Not Available
414,"Since these transactions are performed through various currencies, fluctuations in exchange rates affect the business performance and financial status of the Group.",Not Available
415,"In addition, since the exchange rate fluctuations of local currency assets and debt of overseas local currency, the exchange rate fluctuations may adversely affect the capital through the exchange rate adjustment account.",Not Available
416,"In addition, we make a foreign exchange reservation to minimize the risk of exchange rate fluctuation, but there is a possibility that the opportunity loss will occur depending on the exchange rate fluctuation status.",Not Available
417,"The Group has been granted several legal provisions, including fuel economy, exhaust gas, vehicle safety guidelines, pollution control measures for manufacturing facilities, and labor regulations.",Neutral
418,"The Group has been granted multiple legal provisions, including fuel economy, exhaust gas, vehicle safety guidelines, pollution control measures for manufacturing facilities, and labor regulations.",Neutral
419,"A number of legal provisions have been submitted to the Group, including fuel economy guidelines, exhaust gas regulations, vehicle safety measures, pollution control measures for manufacturing operations, and labor regulations.",Neutral
420,"The Group has received various legal regulations, including environmental regulations, such as fuel economy, exhaust gas, vehicle safety, restrictions on pollutant emissions from manufacturing plants, and labor regulations. 。",Neutral
421,Several outdoor suppliers are utilized by the Group to purchase raw materials and parts.,Neutral
422,Several outdoor suppliers are utilized by the Group to procure raw materials and parts.,Neutral
423,Raw materials and parts for the Group are obtained from various outdoor suppliers.,Neutral
424,The Group depends on multiple outdoor suppliers to purchase raw materials and parts.,Neutral
425,"The Group sells products to Japan and other regions, and is engaged in business activities in the United States, Europe, developing markets and emerging markets.",Not Available
426,"The following risks are in -house in these overseas markets, and the revival of the risks may adversely affect the business performance and financial status of the Company.",Not Available
427,"The new colon viral infections may have a negative effect on the business performance and financial status of the Group, depending on the status of regulatory measures in each country due to the re -expansion of infection.",Not Available
428,"The Group will implement fire prevention and seismic measures for major facilities such as manufacturing equipment, and also take measures such as disaster insurance to minimize financial risks.",Not Available
429,"However, if large -scale earthquakes, typhoons, heavy rains, floods, etc. have caused a significant problem of product supply due to accidents such as fire, such as the occurrence of accidents such as fire, the possibility of adverse effects on the management performance and financial status of the Group. there is.",Not Available
430,The Group is raising funds by issuing stocks and corporate bonds in addition to borrowing from banks.,Not Available
431,"However, in the future, if the financial market is confused, if the tax reform or the government -based financial institution system has been changed, or if the credit rating of the Group is reduced, the funding cost is increased or necessary. Due to the difficulty of financing the amount, it may adversely affect the business performance and financial status of the Group.",Not Available
432,"In addition, the Group's interest -bearing debt is affected by interest rate fluctuations, and if financial costs increase due to an increase in interest rates, it may adversely affect the business performance and financial status of the Group. 。",Not Available
433,"In addition, if the deterioration of the Financial content of the Group conflicts with the financial restriction clause such as borrowings, the possibility of adversely affect the management performance and financial status of the Group. there is.",Not Available
434,"The Group has been conducting or studying with other companies in the form of technical alliance and joint ventures regarding product development, production, and sales.",Not Available
435,"This is expected to optimize management resources, intensive and synergistic effects.",Not Available
436,"However, if the parties are inconsistent for business, financial, or other reasons, or if there is no expected result due to changes or resolution of partnerships, joint ventures, etc., the Group's business performance and finance. It may have a negative effect on the state.",Not Available
437,"In addition, unintended partnerships and joint ventures may adversely affect the management performance and financial status of the Group.",Not Available
438,"In the car market in various regions where the Group sells products, there are various competitors.",Not Available
439,"Strengthening competitiveness in markets, including brand value maintenance and development, is very important for the growth of the Company, and we are working to strengthen competitiveness in development, manufacturing, and sales.",Not Available
440,"However, if the market is not predicted, or if attractive products cannot be introduced at the right time due to technical and production problems, or responding to customer values ​​or changes. If the distribution network or sales method cannot be developed effectively, it may adversely affect the business performance and financial status of the Group, including a decrease in sales share and product prices.",Not Available
441,"The Group is striving to ensure the superiority of the business, the accumulation of technologies and know -how that can be distinguished from other companies' products, the protection of their third parties, and the infringement of third -party intellectual property rights.",Not Available
442,"Nevertheless, if a lawsuit is subject to a lawsuit for infringing its intellectual property rights due to recognition or a different view of the view, and the group is required to discontinue and sell or damages, the Group will be required. It may adversely affect the business performance and financial status of.",Not Available
443,"Also, in specific areas, the intellectual property rights of the Group may not be completely protected.",Not Available
444,"If a third party manufactures similar products without permission from the Group's intellectual property rights, not only a large amount of lawsuit expenses but also the decrease in sales due to the fact that product wards cannot be separated will be reduced, and our Group's business performance and finances. It may have a negative effect on the state.",Not Available
445,"The Group uses information technology, networks, and systems in performing various business activities, such as product development, production, and sales.",Not Available
446,"In addition, our products are equipped with equipment that adopt these technologies, such as driving support systems.",Not Available
447,The Group announced a new medium -term management plan (March 2020 -March 2025) last November.,Not Available
448,"In executing various measures, etc., it is possible to adversely affect the management performance and financial status of the Group because the expected effects are not realized, such as the occurrence of environmental changes that are significantly different from expected or if they do not progress as planned. I have sex.",Not Available
449,"The ""Sustainable"" Zoom-Zoom ""Declaration 2030"" was formulated by the Group in 2017, outlining a long-term vision for technology development in 2030.",Neutral
450,"The ""Sustainable"" Zoom-Zoom ""Declaration 2030"" was released by the Group in 2017, outlining a long-term vision for technology development in 2030.",Neutral
451,"A long-term vision for technology development in 2030, known as the ""Sustainable"" Zoom-Zoom ""Declaration"" was created by the Group in 2017.",Neutral
452,"In 2017, the Group has formulated a long-term vision of technology development in 2030, ""Sustainable"" Zoom-Zoom ""Declaration 2030.",Neutral
453,"The global, social, and human dimensions of the automotive industry's ""running joy"" have made it challenging to solve.",Neutral
454,"The global, social, and human dimensions of the automotive industry's ""running joy"" are a new challenge, as evidenced by the fast-paced environmental change that has shaped the industry.",Neutral
455,"Given the swift changes in the environment that are affecting the world's automotive industry, it is challenging to find a resolution to the long-standing problem.",Neutral
456,"This is a more long -term perspective, based on the rapid change of the environment surrounding the world's automotive industry, and the ""running joy"" of the car has a ""global"", ""society"", and ""people"". It is a new challenge to solve it.",Neutral
457,"The R & D system for each segment is conducted in Japan in Japan R & Amp; D department and Mazda R & Amp; D Center Yokohama, which is conducting new products planning, design, design, experimental research, and advance research on new technologies.",Not Available
458,"Overseas, North America is in the United States, Mazda Motor of America, INC., Europe in Germany, Mazda Motor European GMBH, and other areas are in collaboration with R & AMP; D departments in Mazda (China) Corporate Management and Limited Society. We are working on research and development of products that match the market characteristics.",Not Available
459,"In the current consolidated fiscal year, in order to realize a long -term vision, the first (*1) newly used combustion control technology ""SparkControlledCompressignition) to fire compression in gasoline engines for the first time in the world (*1). The generation gasoline engine ""SKYACTIV-X"" was installed in ""Mazda3"" and ""CX-30"" to introduce the market.",Not Available
460,"The charm of the acceleration that can be manipulated at will, the engine sound that enhances the fun of running, the ""comfort"", ""fun"", and ""high quality"" that they bring are the charm of ""Skyactiv-X"".",Not Available
461,"The ""MX-30"" proposes a new way of using cars, creative time and space, aiming to deepen the connection with the car and spend their own time with the car.",Not Available
462,"The design of the ""MX-30"" is based on Mazda's design theme ""SoulOfmotion"", and ""Carasart"" is trying to further enhance artability and spread the expression. Masu.",Not Available
463,"Based on the beautiful modeling created by human hands and the creation of commitments, the concept of ""Humanmodern"" is based on the concept of ""Humanmodern"" with the aim of changing values ​​for the future and new lifestyle. I made it.",Not Available
464,"The area around the center console has a sense of openness by forming a sense of omission, and the material that has an environment -friendly material, such as dough made from cork and recycled materials, is a natural nature. It is used by bringing out the charm to achieve a comfortable interior space.",Not Available
465,"In addition, we adopted a freestyle door (*2) so that customers can create a variety of ways to enjoy cars with free ideas.",Not Available
466,"There are ""CX-5"", ""CX-8"", and ""Mazda Road Star"" for product improvements for the current consolidated fiscal year, and newly developed ""CX-5"" and ""CX-8"" AWD vehicles.・ Traction Assist has been adopted.",Not Available
467,"The total R & D expenses for the consolidated fiscal year are 135 billion yen, R & D expenses for each segment are 130.4 billion yen in Japan, 1.9 billion yen in North America, 2.1 billion yen in Europe, and 600 million yen in other areas. there is.",Not Available
468,"In addition, our segment is composed of segments by region based on the production and sales management system, and since most of the R & D activities are performed in the Japanese segment, the status of R & D activities for each segment. The description is omitted.",Not Available
469,Each institution has the following arrangement:.,Neutral
470,Below is a list of the organizational arrangements for each institution.,Neutral
471,Each institution's structure is outlined below.,Neutral
472,The configuration for each institution is as follows.,Neutral
473,Our business execution and monitoring are summarized below.,Neutral
474,We would like to provide you with an update on our business execution and monitoring.,Neutral
475,We would like to provide you with the latest information on our business execution and monitoring.,Neutral
476,The status of our business execution and monitoring is as follows.,Neutral
477,"The matters related to the future in the sentence is based on the forecast and certain prerequisite as of the end of the fiscal year, and these descriptions may be different from the actual results, and does not guarantee the achievement.",Not Available
478,"By boldly challenging and producing innovation beyond his own common sense and vision, Epson delivers exceptional value to its customers since its inception. We continue to establish ourselves as a ""indispensable company"" that contributes to society.",Neutral
479,"By boldly challenging and producing innovation beyond his own common sense and vision, Epson delivers exceptional value to its customers since its inception. We continue to establish ourselves as a ""indispensable company"" that contributes to society while also being central to the betterment of humanity.",Neutral
480,"Founded on his strengths, Epson offers unparalleled innovation and challenge, providing exceptional customer value. We continue to create and contribute as an indispensable company for a better society.",Neutral
481,"Epson gives a breakthrough customer value by boldly challenging and producing innovation beyond his own common sense and vision, based on his unique strengths since its founding. We continue to create and play a central role as a ""indispensable company"" for a better society.",Neutral
482,"Under the following management philosophy and global tagline, in order to create value beyond customer expectations, all employees share their values, demonstrate their comprehensive strength, and act autonomously. We will try to achieve it.",Not Available
483,"Our objective is to become an essential organization that contributes to management philosophy, respects the planet as a friend, values diversity, exhibits comprehensive authority, trusts global citizens, and collaborates with society.",Neutral
484,"Our objective is to become an essential organization that contributes to management philosophy, respects the planet as a friend, values diversity, exhibits comprehensive authority, trusts global citizens, and cooperates with society.",Neutral
485,"We aim to be an essential organization that contributes to management philosophy, respects the planet as a friend, values diversity, exhibits comprehensive authority, relies on trust from global citizens, and collaborates with society.",Neutral
486,"We want to be an indispensable company that is important to the management philosophy, respects the earth as a friend, respects individuality, demonstrates comprehensive power, trusts by the people of the world, and develops with society.",Neutral
487,And I want to be proud that employees are confident and are always creating and challenging.,Not Available
488,"We Epson employees always challenge their common sense and visions, creating a surprise and excitement to our customers.",Not Available
489,"Epson will realize the long -term vision ""EPSON25"" (hereinafter referred to as ""EPSON25""), which indicates the future of the future, to realize the first year of FY2019 ""EPSON25 EPSON25 2nd mid -term management plan"". (2019 to FY2021) (hereinafter referred to as the “2nd mid -term plan”) was formulated in March 2019.",Not Available
490,"Looking back on FY2019, the first year of the second mid -term plan, sales profits due to severe external environments, such as stagnation of the global economy due to US -China trade friction effects and Euro and emerging market currencies. In addition to reducing the ratio, the business profit was reduced, but the profit was reduced compared to the previous fiscal year.",Not Available
491,"Under these circumstances, the progress of the strategy for the future growth has been to promote collaboration and open innovation with domestic startup companies, review product portfolios, and concentrate on management resources strategic fields.",Not Available
492,"In the inkjet innovation area, large -capacity ink tank models have increased sales volume in the developed country in addition to the emerging market, and office shared inkjet printers are sold due to large projects in Europe and the development of academic plans in Japan. Although it has grown, it takes time to replace it from an inkjet printer to an inkjet printer, and in the future, in order to strengthen customer contact points to expand the business system of the B2B business, the global development of subscription -type services is expanded. We will accelerate.",Not Available
493,"In the visual innovation area, the projectors have been introducing new laser light sources in strategic fields such as the highlights and OS area, but the existing markets are affected by the low price of flat panel displays. It was a severe situation.",Not Available
494,"In the wearable innovation area, low and medium -priced watches were affected by market reductions, but we have improved production efficiency and managed resources, and concentrated on management resources in reinforced areas.",Not Available
495,"In the Robotics Innovation area, robots worked on market development with new products and various application proposals, but sales were soft due to the effects of US -China -China trade friction.",Not Available
496,"In fiscal 2020, assuming a harsh external environment will continue, the policy of completing the allocation and conversion based on the sharpness of management resources, and establishing a stable profit base for the future growth.",Not Available
497,"However, as the current management environment surrounding Epson, in addition to intensifying competition, the impact of the expansion of the new colonavirus infection and the unstable global economic situation, the uncertainties of the external environment are continuing, so it is a future risk. We will work on the efficient cost execution.",Not Available
498,"In addition, although the health of financials is maintained, we are making a full effort due to commitment line contracts with financial institutions.",Not Available
499,"Regarding the expansion of the new colon virus infection, which is an urgent task at the feet, we will take the highest priority on the safety and health of all stakeholders, including our employees, their families, and our customers and shareholders, and are producing and selling. We will promptly take measures for normalization and break away from these confusion earlier.",Not Available
500,"In addition, a variety of major major things, such as transformation into a lifestyle that does not necessarily require movement, contact or face -to -face in society after sedimentation, as well as the continuation of the expansion of the new colon virus infection. It is expected that social changes will progress.",Not Available
501,"In the commercial and industrial field, the lineup of high productive products is expanded at a stretch by platforming and collaboration.",Not Available
502,"Furthermore, it will expand its business by responding to a wide variety of needs with external sales and open innovation.",Not Available
503,"The further evolution of platforms based on the laser light source engine will efficiently expand the lineup, including the high -light bundle model, and improve the value of the projector.",Not Available
504,The development of a new market will be promoted by creating a demand for space production by writing models and commercializing small projectors.,Not Available
505,"Smartgrass is expanded by expanding open innovation by expanding interface models that enable connecting to PCs and smartphones, and expanding open innovation by selling the optical engine module.",Not Available
