,news_content,impact_type
405,"The plans, published on the team’s website, suggests significant investments over the next several years in key sectors including renewable energy, infrastructure, electric vehicles, buildings and appliances, and low-carbon transit, among others. Specific areas targeted for investment by the incoming team include:",0
406,"Over 73% of the shares in the combined company will be held by Lucid's current shareholders, who are not selling them out. PIF, Saudi Arabian investment fund, is expected to hold a 62% interest and the transaction is set to close in Q2 2021.",1
407,"Over 73% of the shares in the combined company will be held by Lucid's current shareholders, who are not selling them out. PIF, Saudi Arabian investment fund, is expected to hold a 62% interest and the transaction is scheduled to conclude in Q2 2021.",1
408,"While the transaction is expected to conclude in Q2 2021, Lucid's present shareholders are holding more than 73% of the shares in the combined company and will continue to be a majority shareholder.",1
409,"The current shareholders of Lucid's are not participating in the transaction and will retain a majority of over 73% of the company, with PIF, Saudi Arab sovereign investment fund (SAWF), holding 62 percent of it and earmarking Q2 2021 as its expected completion date.",1
410,"The current shareholders of Lucid's are not participating in the transaction and will retain a majority of over 73% of the company, with PIF, Saudi Arab sovereign investment fund (SAWF), holding 62 percent of it and earmarking Q2 2021 as its expected closing date.",1
411,"Lucid's current shareholders are holding a non-upload of shares in the transaction, and they will continue to hold over 73% of the combined company'S. PIF, Saudi Arabian sovereign investment fund, is expected to be the largest shareholder of Lucide with 62 percent of their shares. The deal is set to end in Q2 2021.",1
412,"The company announced that it is partnering with opportunity youth skillset program provider YouthBuild USA, on expanding job skills training, offering hands-on mentoring, and providing internships to young adults between the ages of 16 and 24 who are neither in school nor employed who want a career in real estate or construction-related fields.",0
413,"In a social media post announcing the new members, Warburg Pincus said: “Warburg Pincus believes the diversity of thought, experience, and background is an important component of differentiated decision making and is committed to an inclusive culture where the strength of ideas is never defined by any particular race, religion, ethnicity, gender, or sexual orientation.“We are proud to join the Board Diversity Action Alliance as a supporting partner in their mission to increase racially and ethnically diverse representation at the board level and to advance diversity and inclusion in the workplace.”",0
414,"The vote announcements mark a significant move forward for sustainable investing and shareholder advocates who have been pushing for greater visibility into companies’ plans to tackle emissions reductions and climate-related efforts. Last year, for example, The Children’s Investment Fund Foundation (CIFF), founded by activist investor Chris Hohn and Jamie Cooper, launched the “Say on Climate” campaign, aiming to enlist asset managers in the effort to push companies to submit climate action plans for votes at their AGMs.",0
415,"Stuart Rowley, President, Ford of Europe, said: “We successfully restructured Ford of Europe and returned to profitability in the fourth quarter of 2020. Now we are charging into an all-electric future in Europe with expressive new vehicles and a world-class connected customer experience.”",0
416,"3M’s new goals include achieving carbon neutrality by 2050, reducing water use by 25% at its facilities by 2030, and returning higher quality water to the environment after use in manufacturing operations. The company stated that its investments will help advance waste reduction and pollution control programs, reduce water usage, and acquire and apply best available technology.",0
417,"Roman added: “We are proactively reviewing our manufacturing facilities, going plant by plant to make investments and updates that will go beyond what is required, and at the same time further improve our operations. We are applying 3M technologies at a broad scale, which allows us to do more to reduce, restore and reuse the water in our manufacturing processes. We are offering our experience and expertise to communities so we can help others achieve better water quality.”",0
418,"ING Group U.S. subsidiary ING Capital announced today the closing of a $33 million Green Incentive Loan with homebuilding company Lennar Corporation subsidiary LMC, with unique asset-level attributes aimed at promoting improved property sustainability.",0
419,"The loan is secured by The Maddox, a newly built and recently stabilized high-quality multifamily apartment community in Katy, Texas outside of Houston. According to ING, the loan includes incentives for LMC to pursue a green certification for the property. These include a reduction in interest margin upon the Borrower’s commitment toward initiating a green certification process for the asset, an additional reduction in interest margin upon the borrower obtaining green certification in line with best market practices, and an earnout of loan proceeds upon Borrower obtaining green certification, which exclusively reimbursed the Borrower for the costs associated with the certification requirements.",0
420,"The group stated that its members have filed 37 shareholder proposals at North American focus companies seeking disclosure of climate-related risks, alignment of business plans with the goals of the Paris Agreement, and transparency around corporate lobbying practices that influence climate and energy regulations. Some of the key proposals flagged by Climate Action 100+ include:",0
421,"In December 2019, Orange presented a strategic plan, Engage 2025, which includes significant sustainability commitments, including a target to reach with a net zero carbon footprint by 2040, despite the increase in network data transmissions. Reaching the commitments outlined in Engage 2025 will require a significant increase in the use of renewable power, which Orange estimates will reach 50% of the company’s power usage by 2025. Today’s announcement follows another large-scale PPA signed by Orange France with onshore wind power producer Boralex in July 2020.",0
422,"With the launch of the partnership, Aviva and WWF jointly published a policy paper, outlining a series of recommendations on how the UK government could contribute for a greener financial system. These include requiring financial institutions to produce Net Zero 1.5C-aligned transition plans, bringing together regulators, industry and civil society to develop guidance on the most appropriate metrics, methodologies and specifications for transition plans, and creating a clear policy framework to drive net zero across the real economy. The paper also calls on the government to use its position in the G7, G20 and other platforms to empower other economies to implement transition globally.",0
423,"Bob Conlin, NAVEX Global CEO, said; “ESG has continued to grow in importance, with multiple stakeholders exerting pressure on organizations to address issues related to corporate, environmental and social responsibility. While global standards and regulations are still nascent, businesses aren’t waiting. They recognize that prioritizing ESG is an investment in competitiveness and future success.”",0
424,"Baer Pettit, President and Chief Operating Officer, MSCI, said: “The combination of climate-related events, such as devastating wildfires, floods and droughts, and a global pandemic have accelerated the paradigm shift on ESG and climate change. Once an issue for ‘green funds’ and side-pockets, ESG and Climate are now firmly established as high priority issues. 2020 marked a profound shift in the way institutions invest as many investors have recognized that many companies with strong environmental, social and governance practices outperformed during the pandemic.”",0
425,"Responsible investment NGO ShareAction is leading a campaign with a group of institutional investors representing over £140bn in assets, along with 101 retail investors, calling on Tesco PLC, the UK’s largest food retailer, to set targets to increase the proportion of healthy products in its sales.",0
426,"COVID-19 has in particular put a spotlight on the issue of obesity, with severely obese people three times more likely to be admitted to intensive care with the disease. According to ShareAction, the high proportion of grocery sales that come from products high in fat, sugar or salt is a key factor in rising levels of obesity in the UK. The initiative has chosen to target Tesco as the market leader in the UK grocery market, and as the company’s healthy eating metrics are seen as lagging behind some of its peers.",0
427,"According to the company, net proceeds will be used for the acquisition of new retail installment sales contracts and operating lease contracts financing Toyota’s vehicles from model year 2020 or later. The vehicles have to meet eligibility criteria, including being either a hybrid, plug-in, fuel cell or battery electric vehicle. Conditions outlined for use of proceeds also specify tailpipe emissions criteria for the financed vehicles, and EPA-aligned vehicle smog ratings.",0
428,"Archer’s electric vertical takeoff and landing (eVTOL) aircraft are designed to use electric motors and have the potential for future use as an ‘air taxi’ in urban markets. Under the terms of the new agreement, United will contribute its expertise in airspace management to assist with the development of the new aircraft. Additionally, once the aircraft are in operation and have met United’s operating and business requirements, United and Mesa Airlines will acquire a fleet of up to 200 of the electric aircraft. The aircraft are expected to provide customers with a quick, economical and low-carbon way to get to the airline’s hub airports and commute in dense urban environments within the next five years.",0
429,Leading building materials company LafargeHolcim and energy services company Schlumberger’s low-carbon technologies business Schlumberger New Energy announced today a new partnership aimed at exploring the development of Carbon Capture and Storage (CCS) solutions.,0
430,"In December 2020, Nestlé released its ‘time-bound plan,’ outlining specific details on the company’s plans to halve greenhouse gas emissions by 2030 and to achieve net zero by 2050, with initiatives including advancing regenerative agriculture (improving soil health and maintain and restore diverse ecosystems), planting hundreds of millions of trees, completing the company’s transition to 100 percent renewable electricity by 2025, and continuously increasing the number of ‘carbon neutral’ brands.",0
431,"Katja Seidenschnur, Nestlé Sustainability Director for Europe, Middle East and North Africa, added: “We work with farmers, shift our portfolio to more plant-based products and introduce carbon-neutral brands. We also rethink our manufacturing and distribution processes as well as make our packaging more circular. All those actions will help us progress on our journey down to zero. We leverage our global R&D network to deliver on our climate commitments. Let’s work together with the whole value chain and governments to get this done.”",0
432,"The index is constructed by investing in the equally weighted basket of the 50 “leaders” stocks ranked at the top of the proprietary scoring methodology, with companies ranked using a proprietary plastic waste solutions score, reflecting corporate involvement in recycling solutions and practices, use of recycled content, efficient use of raw materials, extension of useful product life, and/or developing alternatives to single-use and micro-plastics.",0
433,"Dr. Axel Haus, Team Head Qualitative Research at Solactive, said: “Plastic waste has become one of humanity’s greatest challenges. According to the WWF, individuals could consume 5 grams of microplastic per week, on a global average – the equivalent of one credit card. Together with Morgan Stanley, we have found a methodology to identify pioneering companies actively developing better solutions to produce, recycle, and reutilize plastics. We are very happy that Morgan Stanley has chosen Solactive as the index provider addressing this utterly important matter.”",0
434,"RepRisk is a data science company, that uses a combination of machine learning and human intelligence to offer quantitative risk analytics and proprietary metrics for more than 165,000 public and private companies and over 40,000+ infrastructure projects, covering every global sector and market. The RepRisk ESG data covers a broad range of issues, including human rights, labor practices, corruption and the environment.",0
435,"On the corporate governance front, the Moody’s report expects an increased focus on board diversity initiatives, and for these efforts to extend beyond gender diversity, addressing racial inequality and underrepresented minorities. The report notes the recent emergence of diversity-focused proposals and legislation to foster greater board diversity, including Nasdaq’s proposal to add board diversity disclosure criteria to its listing requirements, and a recent law passed in California requiring boards of publicly traded companies based in the state to have at least one director from underrepresented communities by the end of 2021.",0
436,"The new ETF aligns with the AHA’s overall mission of helping people live longer, healthier lives, and invests in companies that reflect the organization’s core initiatives, research and programming.  Focus areas are on companies involved in diagnosis and/or treatment of cardiovascular disease, manufacturing and distribution of healthy food or wellness products, services allowing people to access information about their health and to make heart-healthy choices, and solutions for people to track their fitness and engage in a healthy lifestyle.",0
437,"Nancy Brown, Chief Executive Officer, American Heart Association, said: “While overall death rates from heart disease and stroke declined over the past two decades until a recent plateau, these gains were not equitably shared among all people. Our Social Impact Fund is one of the many new ways we are working to address this issue and improve health equity. We are grateful to be aligned with a like-minded, purpose-driven enterprise such as New York Life Investments, which is launching a product that affords investors potential returns that can also benefit their local communities and the social entrepreneurs that are contributing toward building an equitable, sustainable, and healthier future.”",0
438,"Founded in 2015, ACRe has become one of the largest provider of ESG Scoring for the U.S. Municipal marketplace. The firm provides ESG rankings and scores on approximately 3,140 U.S. counties, 29,000 cities and towns, 14,300 school districts, 8,700 opportunity zones, and all 50 states. ACRe’s datasets provide measurements for ESG risks spanning issues including climate change, crime, cost of crime, cyber risks, flood risks, health risks, infrastructure repairs, safe drinking water violations, and demographic data, among others.",0
439,"Galen Weston, Executive Chairman, Loblaw Companies Limited, said: “The fact is that there’s too much plastic waste in our environment. We are part of the problem and must be part of the solution. We are actively reducing plastic waste in hundreds of ways in our business today through better processes, new materials, and packaging design. Loop is one of the most innovative opportunities as we work with them to make it easier for consumers to be part of the solution.”",0
440,"Tom Szaky, founder and CEO of Loop and TerraCycle, said: “Loop is designed to be as convenient as the single-use shopping experience while creating a sustainable, circular model for consumption. Collaboration is necessary to tackle the waste crisis head on. As Canada’s largest retailer, Loblaw’s operational scale and years of expertise will make Loop accessible to more shoppers and make meaningful progress toward our shared goal of reducing waste.”",0
441,"The Invesco S&P 500 ESG Index ETF Fund seeks to replicate the performance of the S&P 500 ESG Index on a hedged basis, while The Invesco S&P/TSX Composite ESG Index ETF Class aims to track the performance of the S&P/TSX Composite ESG Index. Each of the indices are broad-based, and market-cap-weighted, designed to measure the performance of securities meeting sustainability criteria, while maintaining similar overall industry group weights as the S&P 500 and S&P/TSX Composite, respectively. Both utilize S&P DJI ESG scores for constituent selection and employ exclusions for companies with business activities in areas including thermal coal, controversial weapons, and tobacco, as well as companies with low UNGC scores, or ESG scores that fall within the lowest 25% from each GICS group.",0
442,"James Gowen, Verizon’s chief sustainability officer and vice president, supply chain operations, said: “Last year, Verizon issued its second $1 billion green bond, which will be used to fund long-term REPAs that support the construction of solar and wind facilities. These facilities will bring new renewable energy to the grids that power our networks. Verizon is committed to supporting the transition to a greener grid by making substantial investments in renewable energy.”",0
443,"Oil exploration and production company Marathon Oil announced a series of ESG initiatives today, including new targets for GHG emissions reductions, and linking incentive compensation to sustainability performance. The company also revealed new governance initiatives, including significant reductions in annual Board and CEO compensation.",0
444,"On the energy front, while the order calls for a pause on new land leases for oil and gas and a review of existing leasing and permitting practices related to fossil fuel development on public lands and waters, Biden stopped short of calling for a ban on fracking. In a speech introducing the executive orders, Biden said: “Let me be clear, and I know this always comes up: We’re not going to ban fracking.  We’ll protect jobs and grow jobs, including through stronger standards, like controls from methane leaks and union workers in — willing to install the changes.”",0
445,"Eric Usher, Head, UNEP FI, said: “At UNEP FI we see the EU Taxonomy as the backbone of a truly transformative agenda. By increasing market transparency and pointing to what is ‘good enough’ from a sustainability perspective, the EU Taxonomy has the potential to direct the flow of finance necessary towards green and sustainable innovation in the economy. We are fully committed to supporting banks throughout their sustainability journey and towards implementing the EU Taxonomy in line with the European agenda for sustainable finance.”",0
446,"The benefits identified by the report include the strengthening of sustainable finance by bringing consistency and transparency to the industry, and the impact that a common set of definitions will have on enhancing the banks’ approach to managing all aspects of ESG. Banks also believe that the taxonomy will help in mitigating perceptions of greenwashing.",0
447,"The report highlights the challenges faced by banks when applying the EU Taxonomy to retail loans, trade finance transactions, and general purpose facilities, primarily due to data availability and other data-related issues such as granularity, comparability, standardization, relevance, verification, or handling time.",1
448,"The report highlights the challenges faced by banks when applying the EU Taxonomy to retail loans, trade finance transactions, and general purpose facilities, primarily due to data availability and quality issues, as well as other data-related difficulties such as granularity, comparability, standardization, relevance, verification, or handling time.",1
449,"On the challenges front, as stated in the report, banks were particularly tested when applying the EU Taxonomy to retail loans, trade finance transactions, and general purpose facilities, primarily due to data quality concerns and other data-related issues.",1
450,"In terms of challenges, the report highlights that banks were particularly tested when applying the EU Taxonomy to retail loans, trade finance transactions and general purpose facilities, due to data availability and other data-related issues.",1
451,"On the challenges front, as stated in the report, banks were particularly tested when applying the EU Taxonomy to retail loans, trade finance transactions, and general purpose facilities, primarily due to data quality concerns and other data-related issues related to privacy.",1
452,"In terms of challenges, the report highlights that banks were particularly tested when applying the EU Taxonomy to retail loans, trade finance transactions and general purpose facilities, due to data availability and other data-related issues such as granularity, comparability, consistency, credibility among analysts, and handling time.",1
453,"The new goals launched by the prestige beauty company include emissions targets to achieve net zero carbon emissions for transportation to Travel Retail customers, and for all Corporate Travel Retail Worldwide Business Air Travel by the end of fiscal year 2023. Waste reduction initiatives include reducing plastic usage by removing plastic film-wrap from Travel Retail Exclusive outside cartons by 2023, and transitioning Travel Retail Exclusive (TREX) paper cartons to responsibly sourced FSC-certified board by 2025. The company also introduced goals to incorporate sustainability practices in Travel Retail new store design and visual merchandising across all brands, including with respect to materials starting in fiscal year 2021, and to deploy sustainability practices across all Travel Retail office locations by the end of fiscal year 2023.",0
454,"Steve Bowen, Director and Meteorologist for Aon’s Impact Forecasting team, said: “The world continues to evolve as it is faced with new challenges around natural perils. While many private and public sector entities primarily focus on physical and human hazard risks, an increasing number of global regulative bodies are further pivoting towards how to handle emerging transitional and subsequent reputational risks. This is especially true as the financial and humanitarian risks surrounding climate-enhanced events become more evident on a daily basis. Focus at the corporate and federal levels will be critical around investments in risk mitigation, resilience, and sustainability as the landscape around climate change solutions continues to accelerate with renewed urgency.”",0
455,"Credit rating agency Fitch Ratings welcomed the new rules, but warned that increasing calls for mandatory ESG reporting highlights the importance of global sustainability reporting standards.",1
456,"Credit rating agency Fitch Ratings welcomed the new rules, but warned that increasing calls for mandatory ESG reporting highlights the need for global sustainability reporting standards.",1
457,"According to Fitch Ratings, the new regulations were welcomed by critics. However, they also cautioned that the increasing demand for mandatory ESG reporting necessitates global sustainability reporting standards.",1
458,"While credit rating agency Fitch Ratings praised the new rules, they also expressed concern that increasing calls for mandatory ESG reporting indicate the need for global sustainability reporting standards.",1
459,"While credit rating agency Fitch Ratings praised the new rules, they also expressed concern that increasing calls for mandatory ESG reporting require significant global sustainability reporting standards.",1
460,"The new rules were welcomed by Fitch Ratings, which noted that the need for mandatory ESG reporting was evident, but they also warned that it may not be easy to achieve a sustainable standard.",1
461,"Reid Steadman, Managing Director and Global Head of ESG Indices at S&P DJI, said: “Last year, ESG undeniably asserted itself as an essential strategy for the mainstream investor as the COVID-19 pandemic and social justice issues put the importance and relevance of corporate sustainability data and principles firmly in the spotlight. We are thrilled to work with the Santiago Exchange to continue expanding our ESG strategy in Latin America with the launch of the S&P IPSA ESG Tilted Index. This new index will be a useful tool for investors looking to bring ESG principles into the core of their investment portfolios with the goal of attaining performance largely in line with the Chilean equity market.”",0
462,"Philippe Sauquet, President Gas, Renewables & Power at Total, said: “Innovation and sustainability are at the heart of this joint project. As demonstrated by our commitment to the European Clean Hydrogen Alliance, we believe in the future of renewable hydrogen, and we are working with our partner ENGIE to make it happen. This renewable hydrogen production facility, combined with our expertise in solar energy, is a further step in our commitment to get to net zero by 2050. The association of two leading French energy companies will make it possible to develop the hydrogen sector and become its leaders thanks to this joint, industrial and internationally reproducible project.”",0
463,"Struthers said: “Asset managers must meet, and evidence how we are meeting,  the increasing expectations of savers to manage their money in a responsible way. In short, our mandate to operate is dependent on us demonstrating our commitment to responsible stewardship. Our industry is best served if we collaborate closely with asset owners – and their appointed representatives – to manage savers’ assets on the basis of a common understanding, using definitions of success that better reflect society’s expectations. I am excited and feel privileged to be working with this august group of stakeholder representatives on behalf of the IA. Together we can better align and strengthen the common purpose we all share to invest for a more sustainable future.”",0
464,"Investment research and advisory company Edison Group announced today the launch of Edison ESG Edge reports, a new solution aiming to make the assessment of ESG performance easier and to democratise investors’ access to ESG insight, allowing them to make more informed investment decisions.",0
465,"Edison’s distribution platform makes every report available to its global audience of specialist and boutique institutions as well as family offices, wealth managers, retail investors and large institutions. Edison stated that its solution will enable all investor groups to have an all-encompassing report of companies’ financial and ESG drivers.",0
466,"Canada’s Office of the Superintendent of Financial Institutions (OSFI) announced the launch of a three month consultation, seeking to engage federally regulated financial institutions (FRFIs), federally regulated pension plans (FRPPs), and other interested stakeholders in a dialogue on climate-related risks in the financial sector. The consultation is being initiated along with the publication of a discussion paper by OSFI, “Navigating Uncertainty in Climate Change: Promoting Preparedness and Resilience to Climate-Related Risks,” which focuses on risks arising from climate change that can affect the safety and soundness of FRFIs and FRFPs.",0
467,"BMO GAM anticipates using these findings to help conversations between advisors and investors, and bringing ESG investing practices more in line with investors’ preferences and beliefs.",0
468,"Donald Holley, Managing Director of AGNC Ventures, said: “We are extremely excited about the opportunities this technology can unlock for the agency MBS market, as dv01 continues to lead the industry forward. We look forward to fostering dv01’s innovative mindset to deliver new levels of data granularity and transparency that empower strategic investment decision-making and drive improved returns.”",0
469,"The new plan will cover roughly 70% of occupational pension schemes assets and over 80% of members. The Department for Work and Pensions announced that it is launching a consultation on the new policy, and is also inviting responses on proposals to disclose these risks in line with the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD). The consultation will remain open until October 7, 2020.",0
470,"Biotechnology company Amgen announced today the launch of a new seven year environmental sustainability plan, with goals including reaching carbon neutrality, as well as reductions in water use of 40%, and waste disposals of 75%. The new targets come on top of the company’s achievements in these areas since 2007, which include a 33% reduction in carbon emissions, a 30% reduction in water use and a 28% reduction in waste.",0
471,"Steven L. Spinner, UNFI Chairman and Chief Executive Officer, said: “As pioneers in our industry since 1976, leading by example on pressing social and environmental issues is both part of our DNA and our inherent responsibility. UNFI made great strides in building our wholesale, services, and brands business in 2020 while putting a heightened focus on issues such as the safety and wellbeing of our associates and the communities we serve. As we look to the future, we now have an exciting plan to pursue real solutions for climate change, food justice and insecurity as well as diversity and inclusion. We view ourselves as a force for positive change, helping to define the future of food.”",0
472,"PM Johnson said: “We will not achieve our goals on climate change, sustainable development or preventing pandemics if we fail to take care of the natural world that provides us with the food we eat, the water we drink and the air we breathe.“The UK is already leading the way in this area, committing to protect 30 percent of our land and ocean by the end of the decade and pledging at least £3bn today to supporting nature and biodiversity.“We must work together as a global community to drive the ambitious change and investment we need to protect our shared planet and the glorious, rich and diverse life within it.”",0
473,"Johann Boukhors, Managing Director at ENGIE New Ventures, said: “One of the energy sector’s biggest challenge is to able to store large capacities of electricity as intermittent renewable energy generation becomes more widespread. Connected Energy offers ingenious solutions to answer this need while offering a second life to electric vehicle batteries. Its approach provides a strategic fit with ENGIE’s ambition to accelerate the transition towards a carbon-neutral world.”",0
474,"Commissioning of the first phase of the facility is scheduled for 2023. Once completed, the plant will treat more than 200,000 tonnes of non-recyclable waste and wood waste per year with an annual production of nearly 125 million liters of low carbon fuels. Shell stated that in addition to diverting waste from landfill sites, the Varennes Carbon Recycling plant will expand the overall supply of alternative fuels and increase low-carbon fuels production in Quebec, accelerate greenhouse gas reduction in the transportation sector and increase Quebec’s leadership in renewable energy and innovation.",0
475,"Biden said: “This brilliant, tested, trailblazing team will be ready on day one to confront the existential threat of climate change with a unified national response rooted in science and equity. They share my belief that we have no time to waste to confront the climate crisis, protect our air and drinking water, and deliver justice to communities that have long shouldered the burdens of environmental harms. Together, on behalf of all Americans, they will meet this moment with the urgency it demands — and seize the opportunity to build back better with good-paying union jobs, climate-resilient infrastructure, and a clean energy future that benefits every single community.”",0
476,Several major investment managers have published blistering criticisms of the U.S. Department of Labor’s (DOL) proposed new rule that would put stricter limits on ESG investing in private employer-sponsored retirement plans.,0
477,"The Proposal's attempt to ""single-out"" ESG investing without defining EAG investing goes against the statutory framework of ERISA, which has been promulgated over the past 46 years, and its prescriptive approach fails to provide a clear definition of key factors and investment strategies for fiduciaries.",1
478,"Fidelity Investments' James Barr Haines stated that the Proposal's attempt to ""single out"" ESG investing as subject to specific requirements and constraints, while failing to provide a clear explanation of key factors and investment strategies for fiduciaries is inconsistent with the statutory framework of ERISA.",1
479,"The Proposal's attempt to ""single-out"" ESG investing without defining EAG investing goes against the statutory framework of ERISA, which has been promulgated over the past 46 years, and its prescriptive approach fails to provide a clear definition of key factors that fiduciaries must consider and the investment strategies that those factors may need to implement.",1
480,"Fidelity Investments' James Barr Haines stated that the Proposal's attempt to ""single out"" ESG investing as subject to specific requirements and constraints, while failing to provide a clear explanation of key factors and investment strategies for fiduciaries is inconsistent with the statutory framework of ERISA and its promulgated regulations over the past 46 years.",1
481,"By not defining ESG investing, the Proposal is in conflict with the statutory framework of ERISA and its regulations, as James Barr Haines of Fidelity Investments has pointed out. Furthermore, there is no clear definition or explanation for the key factors that fiduciaries should take into account and the investment strategies they may need to implement.",1
482,"By not defining ESG investing, the Proposal is in conflict with the statutory framework of ERISA and its regulations, as James Barr Haines of Fidelity Investments has pointed out. Furthermore, there is no clear definition or explanation for the key factors that fiduciaries should take into account and the investment strategies they may need to adopt.",1
483,"According to John James of Vanguard, plan fiduciaries should consider pecuniary considerations when selecting plan investments because investing heavily in long-term returns increases the likelihood of investment success. However, he believes that investors should be allowed to avoid certain investment risks, including those related to ESG. He worries that the Proposal would restrict investors' ability to manage risks by restricting access to these investment options.",1
484,"According to John James of Vanguard, plan fiduciaries should consider pecuniary considerations when selecting plan investments because investing heavily in long-term returns increases the likelihood of investment success. However, he believes that investors should be allowed to avoid certain investment risks, including those related to ESG. He worries that the Proposal would restrict investors' ability to manage risks by restricting access to these risk management options.",1
485,"Vanguard's John James argued that plan fiduciaries should take into account pecuniary considerations when selecting plan investments, as investing heavily in long-term investment returns increases the likelihood of investment success. However, they also believe that investors should be given the option to avoid certain investment risks, such as ESG risks. He fears that the Proposal would restrict investors from managing risk more effectively by restricting access to these investment options.",1
486,"Vanguard's John James argued that plan fiduciaries should take into account pecuniary considerations when selecting plan investments, as investing heavily in long-term investment returns increases the likelihood of investment success. However, they also believe that investors should be given the option to avoid certain investment risks, such as ESG risks. He fears that the Proposal would restrict investors from managing risk more effectively by restricting access to these investment options. This is one reason why we have not been advocating for this.",1
487,"John James, a representative of Vanguard, stated that plan fiduciaries should take into account pecuniary considerations when selecting plan investments, as investing heavily in long-term investment returns increases the likelihood of investment success. However, they do not believe that investors should be given the option to avoid certain investment risks, including ESG risks. He also concerns that the Proposal would restrict investors' access to risk management options by restricting their ability to invest in FEG funds.",1
488,"John James, a representative of Vanguard, stated that plan fiduciaries should take into account pecuniary considerations when selecting plan investments, as investing heavily in long-term investment returns increases the likelihood of investment success. However, they do not believe that investors should be given the option to avoid certain investment risks, including ESG risks. He also concerns that the Proposal would restrict investors' access to risk management options by restricting their ability to invest in FEG or GEF funds.",1
489,"Manish Chawla, Global Industry Managing Director, Energy, Resources, and Manufacturing at IBM, said: “Plastics play an essential role in our global economy, from simple packaging and shipping, to critical, life-saving materials for hospitals and healthcare workers. By harnessing the power of cloud and artificial intelligence we can bring together valuable and disparate pieces of data in secured and flexible environment where everyone from Alliance members to governments and regulators can collaborate to address this global challenge.”",0
490,"Guillot questions the DOL's decision to release its new proposal, suggesting that it may be interpreted as a means of impeding the progress of ESG investing.",1
491,"Guillot questions the DOL's decision to release its new proposal, suggesting that it may be interpreted as a means of decelerating ESG investing.",1
492,"The DOL's decision to release its new proposal is being questioned by Guillot, who suggests that it may be aimed at impeding the progress of ESG investing.",1
493,"The DOL's decision to release its new proposal is being questioned by Guillot, who suggests that it may be an attempt to decelerate ESG investing.",1
494,"While acknowledging the importance of documentation and scrutiny, Guillot questions the DOL's decision to release its new proposal. He suggests that the move is a deliberate attempt to decelerate ESG investing, given the evidence of financial materiality found in studies by SASB and other scholars.",1
495,"While acknowledging the importance of documentation and scrutiny, Guillot questions the DOL's decision to release its new proposal. He suggests that the move is a deliberate attempt to decelerate ESG investing, given the evidence of financial materiality found by SASB and many scholars.",1
496,"Additionally, the letter underscores other issues with the DOL proposal, such as the potential confusion surrounding the rule's definitions of pecuniary and non-presidential implications. The letter also ponders whether plan trustees would be allowed to take into account long-term investment factors, given that many ESG concerns are apparent over more extended periods.",1
497,"Additionally, the letter underscores other issues with the DOL proposal, such as the potential confusion surrounding the rule's definitions of pecuniary and non-presidential implications. The letter also ponders whether plan trustees would be allowed to take into account long-term investment factors, given that many ESG concerns are evident over longer timeframes.",1
498,"The letter highlights other issues with the DOL proposal, such as the possibility of confusion over the definitions of pecuniary and non-pecunerial factors.The letter also ponders whether plan fiduciaries would be allowed to consider long-term investment factors since many ESG issues are apparent over longer timeframes.",1
499,"The letter highlights other issues with the DOL proposal, such as the possibility of confusion over the definitions of pecuniary and non-pecunerial factors.The letter also ponders whether plan fiduciaries would be allowed to consider long-term investment factors since many ESG issues are evident over longer timeframes.",1
500,"Lastly, the letter underscores other problematic elements of the DOL proposal, such as potential confusion over the rule's definitions of pecuniary and non-pecunerial factors. The letter also questions whether plan fiduciaries would be permitted to take into account long-term investment factors, given that many ESG issues are apparent over more extended timeframes.",1
501,"Lastly, the letter underscores other problematic elements of the DOL proposal, such as potential confusion over the rule's definitions of pecuniary and non-pecunerial factors. The letter also questions whether plan fiduciaries would be allowed to take into account long-term investment factors, given that many ESG issues are apparent over more extended timeframes.",1
502,"Martin Daum, Chairman of the Board of Management of Daimler Truck AG and Member of the Board of Management of Daimler AG, said: “The participant companies in H2Accelerate agree that hydrogen-powered trucks will be key for enabling CO2-neutral transportation in the future. This unprecedented collaboration is an important milestone for driving forward the right framework conditions for establishing a mass market for hydrogen-based trucking. It is also a call to action for policymakers, further players involved and society as a whole.”",0
503,"Martin Lundstedt, President and CEO of the Volvo Group, said: “Climate change is the challenge of our generation and we are fully committed to the Paris Climate Agreement for decarbonizing road transport. In the future, the world will be powered by a combination of battery-electric and fuel-cell electric vehicles, along with other renewable fuels to some extent. The formation of the H2Accelerate collaboration is an important step in shaping a world we want to live in.”",0
504,"In addition to the environmental benefits provided by hydrogen trucking, the participant stated that rollout of the new sector is expected to create new industries, including zero-carbon hydrogen production facilities, large-scale hydrogen distribution systems, a network of high-capacity refuelling stations for liquid and gaseous hydrogen, and the production of the hydrogen fuelled trucks.",0
505,"The report calls on the European Commission and member states to remove regulatory barriers that hamper the development of energy storage projects, such as double taxation or shortcomings in EU network codes. The MEPs also said that Trans-European energy networks need to be revised in order to improve eligibility criteria for those wishing to develop energy storage facilities.",0
506,"The committee also voiced support for the Commission’s efforts to create European standards for batteries and to reduce dependence on their production outside of Europe, noting that The EU’s heavy dependence on importing raw materials from sources where extraction degrades the environment should be reduced through enhanced recycling schemes and by sourcing raw materials sustainably, possibly in the EU.",0
