,URL,news_title,news_content,impact_type,translated
233,https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/acceleration-des-energies-renouvelables-les-5-mesures-phares-a-retenir-du-projet-de-loi-151244.html,Accélération des énergies renouvelables : les cinq mesures phares à retenir du projet de loi,"5/ La prise en compte de la saturation visuelle 
Les députés ont maintenu un article du projet de loi sur les énergies renouvelables prévoyant que l'autorisation d'exploitation d'une éolienne tienne notamment compte de la saturation visuelle et de la nécessité de diversifier les énergies, malgré les craintes de nid à contentieux du camp présidentiel. Ajouté en commission à l'initiative de l'écologiste Delphine Batho, l'article prévoit que l'autorisation d'exploiter une éolienne sur un territoire tienne compte de ""la puissance de production d'électricité, du nombre des installations (...) déjà existantes dans le territoire concerné, de la nécessité de diversifier les sources d'énergies renouvelables localement et de prévenir les effets de saturation visuelle"".",Opportunity,"5/ Taking visual saturation into account
The deputies maintained an article of the bill on renewable energies providing that the authorization to operate a wind turbine notably takes into account the visual saturation and the need to diversify the energies, despite the fears of NID with litigation of the litigation of the Presidential camp. Added in committee to the initiative of the ecologist Delphine Batho, the article provides that the authorization to exploit a wind turbine on a territory takes into account ""the power of electricity production, the number of facilities (... ) already existing in the territory concerned, of the need to diversify the sources of locally renewable energy and to prevent the effects of visual saturation ""."
234,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/traite-sur-la-charte-de-l-energie-tce-le-gouvernement-francais-mis-sous-pression-pour-un-retrait-coordonne-au-sein-de-l-ue-151251.html,Traité sur la charte de l'énergie : le gouvernement français mis sous pression pour un retrait coordonné au sein de l'Union européenne,"La France vient de notifier officiellement son retrait du Traité sur la charte de l'énergie (TCE), un accord accusé de bloquer la transition énergétique. Une vingtaine d'organisations appelle désormais le gouvernement à travailler sur un retrait coordonné de l'Union européenne. La modernisation du traité doit faire l'objet d'un vote en avril prochain, l'objectif est de réussir à obtenir une majorité qualifiée d'ici là. Explications.",Opportunity,"France has just officially notified its withdrawal from the Treaty on the Energy Charter (TCE), an agreement accused of blocking the energy transition. Twenty organizations now call on the government to work on a coordinated withdrawal from the European Union. The modernization of the treaty must be the subject of a vote next April, the objective is to succeed in obtaining a qualified majority by then. Explanations."
235,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/traite-sur-la-charte-de-l-energie-tce-le-gouvernement-francais-mis-sous-pression-pour-un-retrait-coordonne-au-sein-de-l-ue-151251.html,Traité sur la charte de l'énergie : le gouvernement français mis sous pression pour un retrait coordonné au sein de l'Union européenne,"""Retirer la France du Traité sur la charte de l’énergie (TCE) c’est bien, en sortir conjointement et de façon coordonnée à l’échelle de l’Union européenne, c’est mieux"". Voilà le message que souhaite faire passer une vingtaine d’organisations françaises de la société civile, parmi lesquelles Attac, le Collectif Stop CETA-Mercosur ou encore France Nature Environnement, dans une lettre ouverte envoyée à Emmanuel Macron et au gouvernement français. Le 21 octobre dernier, le président français, sous pression depuis plusieurs mois, avait annoncé sa décision de se retirer du TCE.",Opportunity,"""Remove France from the Treaty on the Energy Charter (TCE) is good, out of it and in a coordinated manner on a European Union level is better."" This is the message that around twenty French civil society organizations, including Attac, the Stop Ceta-Mercosur collective or France Nature Environment, in an open letter sent to Emmanuel Macron and to the French government. On October 21, the French president, under pressure for several months, announced his decision to withdraw from the TCE."
236,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/traite-sur-la-charte-de-l-energie-tce-le-gouvernement-francais-mis-sous-pression-pour-un-retrait-coordonne-au-sein-de-l-ue-151251.html,Traité sur la charte de l'énergie : le gouvernement français mis sous pression pour un retrait coordonné au sein de l'Union européenne,"Signé en 1994, à la sortie de la guerre froide, par une cinquantaine de pays parmi lesquels tous les États de l’Union européenne, les pays de l’ancien bloc soviétique, le Japon, le Yémen ou encore l’Afghanistan, le texte visait à faciliter les relations énergétiques dans l’ensemble du continent eurasien. Mais il est régulièrement contesté car il donne la possibilité aux multinationales et aux investisseurs d’attaquer en justice les gouvernements dès lors que ces derniers modifient leurs politiques énergétiques dans un sens contraire à leurs intérêts. La France a ainsi été poursuivie pour la première fois par un investisseur allemand en septembre dernier.",Opportunity,"Signed in 1994, at the end of the Cold War, by around fifty countries, including all the States of the European Union, the countries of the former Soviet bloc, Japan, Yemen or Afghanistan, the text aimed to facilitate energy relationships throughout the Eurasian continent. But it is regularly challenged because it gives multinationals and investors the possibility of attacking governments in court as soon as the latter modify their energy policies in the opposite direction to their interests. France was thus continued for the first time by a German investor last September."
237,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/traite-sur-la-charte-de-l-energie-tce-le-gouvernement-francais-mis-sous-pression-pour-un-retrait-coordonne-au-sein-de-l-ue-151251.html,Traité sur la charte de l'énergie : le gouvernement français mis sous pression pour un retrait coordonné au sein de l'Union européenne,"""Un retrait conjoint et coordonné, en plus d'être nécessaire, est possible""
Selon des informations révélées par le quotidien Le Monde, la France vient de notifier officiellement son retrait, qui deviendra effectif dans un an, au 1er janvier 2024. L’Hexagone devient ainsi le second pays à sortir du traité, après l’Italie en 2016. Mais une clause dite ""de survie"" veut que les États continuent d’être soumis aux dispositions du traité pendant une période de vingt ans à compter du moment où le retrait prend effet, soit donc jusqu’en 2044... C’est pourquoi les ONG réclament un retrait collectif et appellent le gouvernement français à œuvrer en ce sens.",Opportunity,"""A joint and coordinated withdrawal, in addition to being necessary, is possible""
According to information revealed by the daily Le Monde, France has just officially notified its withdrawal, which will become effective in a year, on January 1, 2024. France thus becomes the second country to leave the treaty, after Italy in 2016 . But a so -called ""survival"" clause wants states to continue to be subject to the provisions of the treaty for a period of twenty years from the moment the withdrawal takes effect, so until 2044 ... It is Why the NGOs demand a collective withdrawal and call on the French government to work in this sense."
238,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/traite-sur-la-charte-de-l-energie-tce-le-gouvernement-francais-mis-sous-pression-pour-un-retrait-coordonne-au-sein-de-l-ue-151251.html,Traité sur la charte de l'énergie : le gouvernement français mis sous pression pour un retrait coordonné au sein de l'Union européenne,"""Un tel retrait conjoint et coordonné, en plus d'être nécessaire, est possible. Avec le retrait déjà effectif de l'Italie et les retraits annoncés des Pays-Bas, de l’Espagne, de la Pologne, de la Slovénie, de l’Allemagne et du Luxembourg, soit plus de 70% de la population européenne, et sans compter les retraits supplémentaires qui pourraient encore être annoncés, il est désormais envisageable de construire une majorité qualifiée d’États membres de l'UE"", écrivent-elles dans leur lettre ouverte.",Opportunity,"""Such a joint and coordinated withdrawal, in addition to being necessary, is possible. With the already effective withdrawal of Italy and the announced withdrawals of the Netherlands, Spain, Poland, Slovenia, from Germany and Luxembourg, more than 70% of the European population, and not to mention the additional withdrawals that could still be announced, it is now possible to build a majority qualified in EU member states "", write- they in their open letter."
239,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/traite-sur-la-charte-de-l-energie-tce-le-gouvernement-francais-mis-sous-pression-pour-un-retrait-coordonne-au-sein-de-l-ue-151251.html,Traité sur la charte de l'énergie : le gouvernement français mis sous pression pour un retrait coordonné au sein de l'Union européenne,"C’est aussi la recommandation du Haut conseil pour le climat, qui a publié un avis sur le sujet le 19 octobre. ""Un retrait coordonné du TCE de la part de la France et de l’UE apparaît comme étant l’option la moins risquée pour respecter les engagements nationaux, européens et internationaux sur le climat"", indiquent les auteurs. Les eurodéputés ont également voté jeudi 24 novembre une résolution demandant un retrait conjoint et coordonné de l'UE du traité.",Opportunity,"It is also the recommendation of the high climate council, which published an opinion on the subject on October 19. ""A coordinated withdrawal from the TCE from France and the EU appears to be the least risky option to respect the national, European and international climate commitments,"" said the authors. MEPs also voted on Thursday, November 24, a resolution requesting a joint and coordinated withdrawal from the Treaty EU."
240,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/traite-sur-la-charte-de-l-energie-tce-le-gouvernement-francais-mis-sous-pression-pour-un-retrait-coordonne-au-sein-de-l-ue-151251.html,Traité sur la charte de l'énergie : le gouvernement français mis sous pression pour un retrait coordonné au sein de l'Union européenne,"La Commission européenne de plus en plus isolée
Quelques jours auparavant, le 22 novembre, la modernisation du traité n’avait pas pu être entérinée comme prévu, en raison du blocage de la réforme par plusieurs pays européens pour des raisons environnementales. Ce blocage a poussé la Commission européenne à demander que le sujet soit retiré de l'ordre du jour, la validation de la réforme nécessitant un vote à l’unanimité. Le vote a été reporté à avril 2023.",Opportunity,"The European Commission more and more isolated
A few days earlier, on November 22, the modernization of the treaty could not be ratified as planned, due to the blocking of the reform by several European countries for environmental reasons. This blocking prompted the European Commission to request that the subject be withdrawn from the agenda, the validation of the reform requiring unanimous vote. The vote was postponed to April 2023."
241,https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/traite-sur-la-charte-de-l-energie-tce-le-gouvernement-francais-mis-sous-pression-pour-un-retrait-coordonne-au-sein-de-l-ue-151251.html,Traité sur la charte de l'énergie : le gouvernement français mis sous pression pour un retrait coordonné au sein de l'Union européenne,"Le gouvernement français a donc quelques mois devant lui pour convaincre d’autres pays de rejoindre le mouvement et infléchir la position de la Commission européenne qui, jusqu’ici, soutient la modernisation du TCE. Une position de plus en plus difficile à tenir alors même que son vice-président, Frans Timmermans, chargé du Green Deal mais pas du TCE, a déclaré dans un entretien au Monde fin novembre qu’il était ""chaque jour plus difficile de justifier la participation des Européens à ce traité"".",Opportunity,"The French government is therefore a few months before him to convince other countries to join the movement and influence the position of the European Commission which, so far, supports the modernization of the TCE. An increasingly difficult position to hold even when his vice-president, Frans Timmermans, in charge of the Green Deal but not the TCE, said in an interview in the world at the end of November that it was ""every day more difficult to justify the participation of Europeans in this treaty ""."
242,https://www.novethic.fr/actualite/energie/mobilite-durable/isr-rse/plan-covoiturage-le-gouvernement-veut-en-faire-un-transport-en-commun-comme-les-autres-151236.html,Plan covoiturage : le gouvernement veut en faire un transport en commun comme les autres,"Le covoiturage prend sa place dans l'arsenal de la mobilité durable et partagée. 150 millions d'euros lui sont alloués par le gouvernement pour tripler son usage d'ici 2027. Lignes de covoiturage avec arrêts dédiés, voies réservées, plateformes en ligne... Tous les moyens sont bons pour encourager ce mode de transport particulièrement adapté dans les zones peu denses où les transports en commun sont difficiles à mettre en place.",Opportunity,"Carpooling takes its place in the arsenal of sustainable and shared mobility. 150 million euros are allocated to him by the government to triple its use by 2027. Carpool lines with dedicated stops, reserved routes, online platforms ... All means are good to encourage this particularly suitable mode of transport in The low dense areas where public transport is difficult to set up."
243,https://www.novethic.fr/actualite/energie/mobilite-durable/isr-rse/plan-covoiturage-le-gouvernement-veut-en-faire-un-transport-en-commun-comme-les-autres-151236.html,Plan covoiturage : le gouvernement veut en faire un transport en commun comme les autres,"Plus question de rouler seul, le gouvernement passe la vitesse supérieure pour faire du covoiturage une solution de transport du quotidien. ""Chaque jour, environ 100 millions de déplacements sont effectués en voiture pour se rendre au travail, à l'école ou pour faire ses courses mais la majorité de ces trajets sont effectués avec une seule personne dans la voiture"", souligne le communiqué de presse du nouveau Plan national covoiturage du quotidien, lancé par le gouvernement.",Opportunity,"No more rolling alone, the government passes the high speed to make carpooling a daily transport solution. ""Each day, around 100 million trips are made by car to go to work, school or shopping but the majority of these journeys are made with one person in the car,"" said the press release From the new national carpooling of the daily, launched by the government."
244,https://www.novethic.fr/actualite/energie/mobilite-durable/isr-rse/plan-covoiturage-le-gouvernement-veut-en-faire-un-transport-en-commun-comme-les-autres-151236.html,Plan covoiturage : le gouvernement veut en faire un transport en commun comme les autres,"Celui-ci vise à tripler l'usage du covoiturage d'ici 2027 pour passer de 900 000 trajets par jour, soit environ 1% du trafic actuellement, à 3 millions, soit 3% du trafic. L'impact pourrait être considérable car les déplacements en voiture représentent 15% des émissions de gaz à effet de serre en France métropolitaine. Si l'objectif de tripler le covoiturage est atteint, 4,5 millions de tonnes de CO2 par an, soit 1% du bilan carbone annuel de la France, seraient évitées. En plus de ces effets positifs sur le climat, une réduction de la congestion routière et de la pollution de l'air sont aussi attendus. Une solution ""bonne pour la planète et pour le pouvoir d'achat"", précise aussi le gouvernement, conscient de ces avantages face la hausse des prix du carburant.",Opportunity,"This aims to triple the use of carpooling by 2027 to go from 900,000 trips per day, or approximately 1% of traffic currently, to 3 million, or 3% of traffic. The impact could be considerable because travel by car represents 15% of greenhouse gas emissions in mainland France. If the objective of tripling carpooling is achieved, 4.5 million tonnes of CO2 per year, or 1% of the annual carbon assessment of France, would be avoided. In addition to these positive climate effects, a reduction in road congestion and air pollution are also expected. A solution ""good for the planet and for purchasing power"", also specifies the government, aware of these advantages in the face of the increase in fuel prices."
245,https://www.novethic.fr/actualite/energie/mobilite-durable/isr-rse/plan-covoiturage-le-gouvernement-veut-en-faire-un-transport-en-commun-comme-les-autres-151236.html,Plan covoiturage : le gouvernement veut en faire un transport en commun comme les autres,"""Un tournant pour la mobilité hors des centre-villes""
Le plan, doté de 150 millions d'euros, vise en priorité les déplacements quotidiens. Les conducteurs effectuant du covoiturage à l'aide de plateformes telles que Karos, Blablacar ou Ecov pourront obtenir une prime allant jusqu'à 100€, la totalité étant débloquée au bout de 10 trajets réalisés en trois mois. Les communes, désormais organisatrices du covoiturage en plus des autres réseaux de transports en commun, ne sont pas en reste. Le gouvernement va prendre en charge une partie du soutien financier aux covoitureurs déjà mis en place par certaines d'entre elles et financer des aires ou des lignes de covoiturage.",Opportunity,"""A turning point for mobility outside the city center""
The plan, endowed with 150 million euros, targets daily travel. Drivers making carpooling using platforms such as Karos, Blablacar or Ecov will be able to obtain a premium up to 100 €, all of which are unlocked after 10 trips made in three months. The municipalities, now carpooling organizers in addition to other public transport networks, are not to be outdone. The government will take charge of part of the financial support for carpoolers already set up by some of them and finance areas or carpooling lines."
246,https://www.novethic.fr/actualite/energie/mobilite-durable/isr-rse/plan-covoiturage-le-gouvernement-veut-en-faire-un-transport-en-commun-comme-les-autres-151236.html,Plan covoiturage : le gouvernement veut en faire un transport en commun comme les autres,"De quoi réjouir Thomas Matagne, le fondateur d'Ecov, opérateur de lignes de covoiturage. Ces dernières imitent le fonctionnement d'une ligne de bus en étant sans réservation et avec des arrêts dédiés. Sur les lignes déjà installées, comme à Reims ou dans l'agglomération lyonnaise, Ecov indique un temps d'attente moyen de 4 minutes. Sur certains réseaux, le service garantit aussi un maximum d'attente de 20 minutes, avec l'envoi, dans de rares cas, d'un taxi pris en charge par la société, par exemple ""lors de l'amorçage du service"", explique Thomas Matagne.",Opportunity,"What to rejoice Thomas Matagne, the founder of Ecov, operator of carpooling lines. The latter imitate the operation of a bus line by being without reservation and with dedicated stops. On the lines already installed, such as in Reims or in the Lyon agglomeration, Ecov indicates an average waiting time of 4 minutes. On some networks, the service also guarantees a maximum expectation of 20 minutes, with the sending, in rare cases, of a taxi supported by the company, for example ""during the priming of the service"", explains Thomas Matagne."
247,https://www.novethic.fr/actualite/energie/mobilite-durable/isr-rse/plan-covoiturage-le-gouvernement-veut-en-faire-un-transport-en-commun-comme-les-autres-151236.html,Plan covoiturage : le gouvernement veut en faire un transport en commun comme les autres,"""Dans les centres bourgs, on se rend à l'arrêt de covoiturage à pied ou à vélo. On peut aussi rejoindre des aires de covoiturage en voiture"", décrit le fondateur d'Ecov. ""C'est un enjeu structurel pour les territoires périurbains et ruraux, il faut créer un système multimodal comme ce qui existe déjà dans les villes"", poursuit-il. Le système montre son efficacité notamment dans l'agglomération lyonnaise où Ecov a constaté que 21% de leurs usagers se sont séparés de leur véhicule et 21% l'envisagent. ""Une étape très importante a été franchie avec la prise en main par le politique, il s’agit d’un tournant pour la mobilité hors des centres-villes"", conclut le fondateur d'Ecov, confiant dans la capacité du covoiturage à gagner en ""maturité collective"".",Opportunity,"""In the bourgs centers, we go to the carpooling or cycling stop. We can also join carpooling areas by car,"" describes the founder of Ecov. ""This is a structural issue for peri-urban and rural territories, you have to create a multimodal system like what already exists in cities,"" he continues. The system shows its effectiveness, especially in the Lyon agglomeration where Ecov found that 21% of their users separated from their vehicle and 21% envisage it. ""A very important step has been taken with the handling by the politician, it is a turning point for mobility outside the city centers,"" concludes the founder of Ecov, confident in the ability of carpooling to win in ""collective maturity""."
248,https://www.novethic.fr/actualite/energie/mobilite-durable/isr-rse/plan-covoiturage-le-gouvernement-veut-en-faire-un-transport-en-commun-comme-les-autres-151236.html,Plan covoiturage : le gouvernement veut en faire un transport en commun comme les autres,"""Une solution nécessaire mais pas suffisante""
Le covoiturage est ""nécessaire mais pas suffisant"" pour réduire les émissions de CO2 en France, tempère néanmoins Laura Foglia, coordinatrice du Plan de Mobilité courte distance du Shift Project. Ce rapport publié en 2020, qui vise à réduire la part de la voiture dans les voyages de 80% à 50%, veut faire ""quasiment totalement disparaître"" la voiture du cœur des villes au profit de transports en commun comme le bus ou encore du vélo. Mais ""il vaut mieux une voiture partagée qu'un bus quasiment vide"", précise Laura Foglia, soulignant la nécessité de ""jouer sur la complémentarité des moyens de transports"".",Opportunity,"""A necessary but not sufficient solution""
Carpooling is ""necessary but not sufficient"" to reduce CO2 emissions in France, nevertheless tempers Laura Foglia, coordinator of the short distance mobility plan of Shift Project. This report published in 2020, which aims to reduce the share of the car in traveling from 80% to 50%, wants to make ""almost completely disappear"" the car from the hearts of cities for the benefit of public transport such as the bus or the bike. But ""it is better to have a shared car than an almost empty bus"", specifies Laura Foglia, stressing the need to ""play on the complementarity of means of transport""."
249,https://www.novethic.fr/actualite/energie/mobilite-durable/isr-rse/plan-covoiturage-le-gouvernement-veut-en-faire-un-transport-en-commun-comme-les-autres-151236.html,Plan covoiturage : le gouvernement veut en faire un transport en commun comme les autres,"Le covoiturage reste donc pertinent dans les zones peu denses selon le Shift Project qui veut faire évoluer l'occupation moyenne des voitures de 1,4 personne à 1,6. Reste à rassurer les passagers qui ont ""peur d'être dépendants, de ne pas pouvoir rentrer chez eux plus tard en cas d'imprévu"" explique Laura Foglia. C'est justement pour améliorer le service de covoiturage et en faire un vrai réseau ""libre, fiable et à haute fréquence"" que le gouvernement veut agir, rétorque Thomas Matagne.",Opportunity,"Carpooling therefore remains relevant in low dense areas according to the Shift Project which wants to change the average occupation of cars of 1.4 people to 1.6. It remains to reassure the passengers who are ""afraid of being dependent, of not being able to return home later in the event of an unexpected"" explains Laura Foglia. It is precisely to improve the carpooling service and make it a real ""free, reliable and high frequency"" network that the government wants to act, retorts Thomas Matagne."
250,https://www.novethic.fr/actualite/energie/energies-fossiles/isr-rse/le-royaume-uni-envoie-un-tres-mauvais-signal-en-validant-l-ouverture-d-une-mine-de-charbon-sur-son-sol-151228.html,Le Royaume-Uni envoie un très mauvais signal en validant l'ouverture d'une mine de charbon,"Pays hôte de la COP26, le Royaume-Uni s'est imposé comme l'un des leaders sur le climat, faisant la guerre aux énergies fossiles et enjoignant les pays du Sud à en sortir. Mais le gouvernement britannique vient d'envoyer un bien mauvais signal en validant un projet de mine de charbon dans le nord-ouest de l'Angleterre. Bien que celle-ci servira à alimenter la sidérurgie, et non à produire de l'électricité, elle suscite de vives critiques au niveau national comme à l'international.",Risk,"COP2 Host Country, the United Kingdom has established itself as one of the leaders on the climate, making war on fossil fuels and enjoining the countries of the South to get out of it. But the British government has just sent a very bad signal by validating a coal mine project in the northwest of England. Although it will be used to feed the steel industry, and not to produce electricity, it arouses strong criticism at the national level and internationally."
251,https://www.novethic.fr/actualite/energie/energies-fossiles/isr-rse/le-royaume-uni-envoie-un-tres-mauvais-signal-en-validant-l-ouverture-d-une-mine-de-charbon-sur-son-sol-151228.html,Le Royaume-Uni envoie un très mauvais signal en validant l'ouverture d'une mine de charbon,"Faites ce que je dis mais pas ce que je fais. C'est ainsi qu'on pourrait résumer l'attitude du Royaume-Uni, hôte de la COP26 sur le climat et fer de lance de la transition énergétique dans les pays du Sud. Le gouvernement britannique vient d’approuver un projet souterrain de mine de charbon, dans le comté de Cumbria (nord-ouest de l'Angleterre), premier projet de ce type en trente ans dans le pays. Elle devrait fonctionner jusqu’en 2049 et servirait non pas à produire de l’électricité mais à alimenter l'industrie de la sidérurgie. L'objectif pour la mine est d'extraire environ 2,7 millions de tonnes de charbon par an, avec à la clé la création de 500 emplois, afin de fournir des aciéries au Royaume-Uni et en Europe.",Risk,"Do what I say but not what I do. This is how we could summarize the attitude of the United Kingdom, host of the COP26 on the climate and spearhead of the energy transition in the countries of the South. The British government has just approved an underground project of coal mine, in the county of Cumbria (north-west of England), the first project of this type in thirty years in the country. It should operate until 2049 and would not be used to produce electricity but to supply the steel industry. The objective for the mine is to extract approximately 2.7 million tonnes of coal per year, with the creation of 500 jobs, in order to provide steps in the United Kingdom and Europe."
252,https://www.novethic.fr/actualite/energie/energies-fossiles/isr-rse/le-royaume-uni-envoie-un-tres-mauvais-signal-en-validant-l-ouverture-d-une-mine-de-charbon-sur-son-sol-151228.html,Le Royaume-Uni envoie un très mauvais signal en validant l'ouverture d'une mine de charbon,"""Cette décision est une trahison complète de l'engagement du gouvernement de limiter le réchauffement climatique à 1,5°C"", a dénoncé Lyndsay Walsh, de l'ONG Oxfam. ""L'augmentation de la production du combustible fossile le plus sale, alors que l'urgence climatique croissante plonge des millions de personnes de plus en plus profondément dans la faim et la pauvreté, est injustifiable"", a-t-elle ajouté. Même son de cloche du côté de Greenpeace, qui dénonce ""l'hypocrisie"" du gouvernement du Premier ministre Rishi Sunak, qui ""il y a à peine un mois affirmait vouloir faire du Royaume-Uni une superpuissance des énergies propres"".",Risk,"""This decision is a complete betrayal of the government's commitment to limit global warming to 1.5 ° C,"" denounced Lyndsay Walsh, of the NGO Oxfam. ""The increase in the production of the dirtiest fossil fuel, while the growing climate emergency plunges millions of people increasingly deeply hungry and poverty,"" she added. Same story on the side of Greenpeace, who denounces ""the hypocrisy"" of the government of Prime Minister Rishi Sunak, who ""barely a month ago claimed to want to make the United Kingdom a superpower of clean energies""."
253,https://www.novethic.fr/actualite/energie/energies-fossiles/isr-rse/le-royaume-uni-envoie-un-tres-mauvais-signal-en-validant-l-ouverture-d-une-mine-de-charbon-sur-son-sol-151228.html,Le Royaume-Uni envoie un très mauvais signal en validant l'ouverture d'une mine de charbon,"80 % du charbon extrait sera exporté
Ce projet de mine souterraine avait d'abord été approuvé par le gouvernement début 2021. Les autorités locales avaient ensuite décidé de le réexaminer, avant que l'exécutif ne reprenne la main en annonçant une enquête publique. A l'issue de cette procédure, un inspecteur de l'urbanisme a finalement tranché en faveur du projet, au motif que la stratégie de décarbonation industrielle du Royaume-Uni n'interdit pas l'utilisation de charbon dans la métallurgie, selon un document publié par le gouvernement. Mais selon des révélations publiées dans la presse britannique, celui-ci a travaillé chez British Coal de 1980 à 1989, et n'est donc pas insensible à la question.",Risk,"80 % of the extract coal will be exported
This underground mine project was first approved by the government in early 2021. The local authorities then decided to re -examine it, before the executive regained control by announcing a public inquiry. At the end of this procedure, an urban planning inspector finally decided in favor of the project, on the grounds that the UK's industrial decarbonation strategy does not prohibit the use of coal in metallurgy, according to a document published by the government. But according to revelations published in the British press, he worked at British Coal from 1980 to 1989, and is therefore not insensitive to the question."
254,https://www.novethic.fr/actualite/energie/energies-fossiles/isr-rse/le-royaume-uni-envoie-un-tres-mauvais-signal-en-validant-l-ouverture-d-une-mine-de-charbon-sur-son-sol-151228.html,Le Royaume-Uni envoie un très mauvais signal en validant l'ouverture d'une mine de charbon,"Outre les critiques sur l’impact climatique d’un tel projet et les possibles conflits d'intérêt, ses détracteurs pointent le fait que le charbon extrait de cette mine sera à plus de 80% exporté vers l’Europe. En effet, les deux sidérurgistes britanniques British Steel et Tata Steel assurent qu’ils ne s’approvisionneront peu ou pas auprès de cette mine. Le premier a tout simplement exclu l'utilisation du charbon en raison de sa teneur trop élevée en soufre, et le second va peu à peu se tourner vers la production d’acier vert, comme le font aussi les sidérurgistes européens. Le charbon à coke semble donc avoir un avenir limité à l'heure de la transition énergétique, quand bien même il serait ""neutre en carbone"" grâce à la technologie de captage et stockage de CO2. Une technologie qui est aujourd'hui immature et coûteuse.",Risk,"In addition to criticism of the climate impact of such a project and the possible conflicts of interest, its detractors point out that the coal extracted from this mine will be more than 80% exported to Europe. Indeed, the two British steelmakers British Steel and Tata Steel assure that they will not obtain little or not with this mine. The first has simply excluded the use of coal due to its too high content in sulfur, and the second will gradually turn to the production of green steel, as do European steel industry do. Coke coal therefore seems to have a future limited future at the time of the energy transition, even if it would be ""carbon neutral"" thanks to CO2 capture and storage technology. A technology that is now immature and costly."
255,https://www.novethic.fr/actualite/energie/energies-fossiles/isr-rse/le-royaume-uni-envoie-un-tres-mauvais-signal-en-validant-l-ouverture-d-une-mine-de-charbon-sur-son-sol-151228.html,Le Royaume-Uni envoie un très mauvais signal en validant l'ouverture d'une mine de charbon,"""Hypocrisie""
À l’international, cette décision est largement critiquée. Le leadership climatique acquis par le Royaume-Uni en prend un sérieux coup. Un journaliste de Climate home news a répertorié dans un fil Twitter les réactions en provenance du monde entier. Elles sont cinglantes. ""Un mois seulement après la COP27"" ; ""Vous aussi ?"" ; ""Est-ce que c’est le futur pour lequel on s’est battus dans le Pacte de Glasgow ?"", interroge le Premier ministre des Fidji.",Risk,"""Hypocrisy""
Internationally, this decision is widely criticized. The climate leadership acquired by the United Kingdom takes a serious blow. A journalist from Climate Home News listed reactions from around the world. They are scathing. ""A month only after COP27""; ""You too ?"" ; ""Is this the future for which we fought in the Glasgow pact?"" Asked the Prime Minister of Fiji."
256,https://www.novethic.fr/actualite/energie/energies-fossiles/isr-rse/le-royaume-uni-envoie-un-tres-mauvais-signal-en-validant-l-ouverture-d-une-mine-de-charbon-sur-son-sol-151228.html,Le Royaume-Uni envoie un très mauvais signal en validant l'ouverture d'une mine de charbon,"Alors que le Royaume-Uni est notamment engagé dans un partenariat de transition énergétique juste avec l’Afrique du Sud et l'Indonésie pour aider ces pays à sortir du charbon, la réouverture d’une mine de charbon sur son sol est pour le moins ironique. ""L'hypocrisie stupéfiante d'exiger que d'autres pays réduisent progressivement le charbon, juste au moment où nous le remettons en place, envoie un message vraiment terrible aux pays du Sud et fait de cette décision un crime climatique contre l’humanité"", fustige dans une tribune au Guardian la députée verte Caroline Lucas.",Risk,"While the United Kingdom is notably engaged in a fair energy transition partnership with South Africa and Indonesia to help these countries get out of the coal, the reopening of a coal mine on its soil is at the very least ironic. ""The amazing hypocrisy of demanding that other countries gradually reduce coal, just when we put it back in place, send a really terrible message to the countries of the South and makes this decision a crime against humanity"" , castigates in a platform at the Guardian the Green MP Caroline Lucas."
257,https://www.novethic.fr/actualite/energie/efficacite-energetique/isr-rse/avec-la-hausse-des-prix-et-un-risque-de-coupures-cet-hiver-la-france-a-t-elle-change-de-culture-sur-l-electricite-151229.html,"Avec la hausse des prix et un risque de coupures cet hiver, la France a-t-elle changé de culture sur l’électricité ?","L'électricité n'a jamais été considérée comme un problème en France, où elle était jusqu'ici abondante et abordable. Mais l'arrêt de nombreux réacteurs nucléaires et l'envolée des prix due à la guerre en Ukraine change la donne. Soucieux de leur facture et sensibilisés à d'éventuels risques de coupure, les Français, entreprises et ménages, acceptent de changer leurs habitudes. Et le résultat est immédiatement perceptible avec une baisse inédite de la consommation constatée ces dernières semaines.",Opportunity,"Electricity has never been considered a problem in France, where it was so far abundant and affordable. But the judgment of many nuclear reactors and the surge of prices due to war in Ukraine changes the situation. Concerned about their invoice and aware of any risk of cuts, the French, companies and households, agree to change their habits. And the result is immediately noticeable with an unprecedented drop in consumption observed in recent weeks."
