,news_content,impact_type
468,"""Qunchuang Heart Breeding Born"" Male employee brings paid ""accompany maternity leave"", concentrated pick -up and delivery of employees' children .... Taking care of their hearts, more than sending money",0
469,ESG big data shows potential risks.,0
470,"Find a new solution of global warming from architecture! The wooden house is replaced by the wooden house, which is expected to absorb hundreds of millions of tons of carbon dioxide each year",3
471,Be an environmental reformeer!,3
472,"Denmark shows the determination of ""green transformation"" through the ""Climate Act""! 70 % of carbon reduction within 10 years, and carbon taxes are required",3
473,Hon Hai and Amazon are all in it! The one -year airborne is the global NO.4 car manufacturer. What is the head of Stellandis?,0
474,"Scientific carbon reduction is unscientific? Climate Organization Boom SBTI Disposal Drifting Platform! Nestlé, IKEA was named",3
475,"10 years to save thousands of stray dogs, and the medical expenses burned 2 million each year ... She said: Seeing you rushing to me is the happiest thing",3
476,"""Taiwan's Great Future"" does not want to be eliminated by the world trend? When ESG becomes a common language in the world, you should ask not to ask ""why"" but ""why not""",3
477,"What is the head of the MIT ""virtual power plant"" hidden in Changbin, which is tightly hidden in Changbin? Small 100 billion yuan to build a super battery factory",0
478,What do you think of the air pollution index? The impact of air pollution is far greater than you think! These are the source of air pollution,3
479,"The company is about to go bankrupt and don't run away? He chose to stay, kill customer compensation from 500 million to 100,000 yuan, and changed from a boss!",0
480,"Target 2030 transformed into a full electric vehicle company! VOLVO heavy money to create a giant die -casting machine, specializing in the production of new electric vehicles",0
481,"Fubon Jin joined hands with Xiaozhi to develop, charging the abandoned mask into the mobile phone! How to do it?",0
482,"Environmental education, moving towards perpetual! Minister Pan Wenzhong: Integrate the power of the cross -ministerial meeting to act with action initiative and implement the cross -domain of environmental education",3
483,The list of the world's most sustainable enterprises in TOP100 in 2021 is released! TSMC ranked 20,3
484,"Water and drought will be more serious! Global warming can't stop, this century may increase by 2 ℃",3
485,"Green Finance supports offshore wind power, offshore wind power supports the country",3
486,"Plant ESG consciousness, start with simple green operations",3
487,"The big devil is here! Be careful of listed cabinets, 620 trillion funds are adjusted by ""one regulation"" to adjust their holdings",3
488,Taiwan's temperature management method must be accelerated! Carbon taxes can increase the 2050 Taiwan GDP 4 %. Why is it rejected by the Ministry of Finance?,3
489,Actively promote the Sustainable Forest Cooperation Program! HP joined hands with the Forestry Bureau to broadcast 2022 saplings,0
490,"Don't say that Taiwan is a ghost island! Comparison of ""overtime culture"" in China, South Korea and Taiwan: Chinese class exploitation is the most serious, South Korea is the country of bursting liver",3
491,Yuron made a new high for 16 years! The new crown epidemic and supply chain lack of material impact ... How does Yan Chen Lilian make good results against the trend?,0
492,The rectification of the old -age incineration plant cannot solve the garbage crisis,3
493,"I have envious! There are gyms, doctors in the factory, and kindergarten, even the food is ""super strong and cheaper than the outside"" ... MediaTek finds talents, invite engineers to make a video to show up",0
494,Rush to 30 %! The sales volume of electric motorcycles has returned from 2021. Gogoro has done three things right,0
495,"The health insurance payment system is set to undergo two significant modifications, according to Chen Shizhong's assertion that altering the rules can aid in saving money.",4
496,"The health insurance payment system is set to undergo two significant modifications, according to Chen Shizhong's belief that altering the rules can result in saving money.",4
497,Chen Shizhong believes that altering the rules of health insurance payment system can result in saving money!,4
498,"Chen Shizhong believes that altering the rules of health insurance payment system can lead to saving money, and he intends to implement two significant changes to the system.",4
499,"Two major adjustments have been made by Chen Shizhong to the health insurance payment system, with the hope of saving money!",4
500,Taiwan really wants to develop electric vehicles? Why does this meeting with the eight major locomotive makers turn the policy of banning fuel vehicles?,3
501,Deploy carbon neutrality! Formosa Plastics starts 10 billion yuan of solar self -built investment,0
502,"Is the Tsai government's 20 % target in 2025? Zeng Wensheng, the Secretary of the Ministry of Economic Affairs: quite confident",3
503,"Make more friendly choices through carbon emission labels! These two B -type companies allow you to eat ice cream, drink tea to save the earth",0
504,Published the first environmental protection and sustainable laptop! Acer promised to use 100 % renewable energy in 2035,0
505,"Resources optimize! Japanese companies use AI to reduce the waste of construction site concrete, which will help reduce CO2 emissions",0
506,Jeans king Ru Xing is facing a serious crisis! The most recent update was made public this evening:,1
507,Jeans king Ru Xing is facing a serious crisis! The most recent update was released later today:,1
508,"Ru Xing, the monarch of the denim clan, is facing a significant crisis. The most recent update was made public late at night:",1
509,"Ru Xing, the monarch of the denim clan, is in distress! The most recent update was made public tonight:",1
510,In urgent need of repairs! Jeans king Ru Xing's situation was addressed earlier this evening:,1
511,Volvo and Starbucks work together to complete EV charging a cup of coffee time,0
512,"The most dazzling Sinosteel in the half century! Weng Chaodong exposed the ""4 major points"" to unveil the new era, Xie Jinhe: symbolizes Taiwan's high -quality operations",0
513,The bottom of the incineration furnace is mixed with cement and legally recovered in Changhua's agricultural land ... legislators criticized: farmland is not abandoned,3
514,"Kanagawa rely on ""citizenship"" to ascend Japan's strongest perpetual city",3
515,"Construct low -carbon, green concrete! The ""concrete resume system"" is established in Taid, which has become the first cement plant in China to obtain a product resume certificate",0
516,"Listed cabinet company pay attention! ""Company Governance 3.0"" lazy bag is released, and a permanent version will be built in 2021",3
517,"Exclusive interview """" Even Wall Street giants also follow this! Why does Huang Tianmu think that among the three ESG letters, Taiwan is the most lacking ""S""?",3
518,Business opportunities and turns under extreme climate: ESG helps investors to configure capital to welcome the low -carbon economy,3
519,"Shareholders stop dividends and leave all cash profits to grassroots employees! The epidemic strikes, why can Chengzhen coffee still maintain 100 million income?",0
520,"""Expert saying"" buy an electric car, is it really environmental protection?",3
521,"Starting from consumer experience and demand, the old -fashioned breakfast shop Mai Weiden transformed this",0
522,"TSMC, UMC, and Xinyi Houses have listed in the top 9, and even 8 % of the ""Company Governance Evaluation"" of the Stock Exchange ""Company Governance Evaluation"" 5 % in the first class",0
523,"Every 11 days in Taiwan, a labor, a doctor: The person who is overworked can not speak.",3
524,"Preventing the handling of five ghosts of the bank, ""this incident"" is the focus ... the US Fed",3
525,"I have used warm bags and not wasted! Japan fundraising plan, recycling warm bag purification water quality",0
526,"How to reduce carbon in the cement industry? In the past 5 years, 80 % of the capital expenditures have been invested in TSM, and successful decreased by 4.2 million tons of carbon row",0
527,"COP27 Setting ""forbidden fossil fuel failure, establishment of losses and damage funds to the biggest progress of the summit",3
528,The dawn of the post -epidemic seeing ESG Action Kangshu Technology Hundreds of employees' relatives in the same clean beach,0
529,Baojing Energy joins hands with Jialong Technology to attack the energy storage market,0
530,"Four years of the 4 directors are not soft! The financial management will push the ""corporate governance"", and the analysis of one article: Wu Dongjin, Zhao Tengxiong ... What kind of barrier?",3
531,"How to reduce carbon in animal husbandry? The world's largest organic consumer brand ""Organic Valley"" rely on breeding management and renewable energy to achieve carbon neutralization",0
532,"Improper a million annual salary science and technology men! From research and development to production is mit, he wants to save stray cats by ""environmentally friendly cat sand""",0
533,Influence investment: How can you change the world every penny you invest?,3
534,"Enterprise saving electricity costs by it! Wuyunzhi.com uses science and technology to solve the siege, so that the carbon reduction is no longer foggy",0
535,"Green Peace Droves Seafood ""Plastic Research"": Taiwanese eat 163,000 micro -plastic each year",3
536,The second -generation splitting and giving birth to the first MIT plant meat! Taiwan's largest vegetarian manufacturer Hongyang's straight ball duel,0
537,TEICS has completed the purchase of Energy Storage Company NHΩA Energy Storage System for the construction capacity ranks fourth in the world,0
538,Is it possible that Ford's division of electric vehicles and traditional vehicle business could result in internal management challenges?,2
539,Is it possible that Ford's division of electric vehicles and traditional vehicle business will result in internal management challenges?,2
540,Does Ford's decision to divide electric vehicles and traditional vehicle business pose any internal management challenges?,2
541,Does Ford's decision to divide electric vehicles and traditional vehicle business have the potential to cause internal management issues?,2
542,Is there a possibility that Ford's division of electric vehicles and traditional vehicle business could cause internal management issues?,2
543,"TSMC 5nm is an electricity monster, which is more than 28nm! How does ""protecting the country and Shenshan"" love the earth and make Fireflies the best witnesses?",0
544,"""I haven't sold a car in 5 years"" Harley supplier smashed 500 million to create a ""electric heavy machine"". The pushing hand behind is the 70 -year -old Vietnamese Taiwanese businessman",0
545,"The referendum is countdown! Inventory of 4 key questions, let you understand what is noisy at one time?",3
546,Reserved carbon row data from production to transportation? Artificial intelligence must create a new technology for calculating carbon row!,3
547,United Nations Report: Investing in global GDP 0.1 % can solve climate crisis and ecological collapse,3
548,What should we pay attention to after COP27? Grasp the seven major trends of climate politics and net zero -zero transformation,3
549,From Changhua to Pingtung to recycle the Truth of Taiwan's foreign garbage from Changhua,3
550,"No need to buy motorcycles in the future? ""Shared electric motorcycle"" can become a new solution of green transportation: Interview with Wu Xinzhang, founder of WEMO Scooter",0
551,"Master the carbon neutralization business opportunities! Understand a lithium battery, solid -state battery, fuel cell",3
552,Taoyuan Municipal Government takes into account the green energy and ecological environment.,3
553,"Kaohsiung Girls' imprisonment Key Life Key Person: In addition to values, it is necessary",3
554,"Under the environment of the environment, the year of high -risk mouse",3
555,"Will TSMC enter the US factories to set up factories? Should companies ""turn into work"" or ""transformation and creation""? Two elders reveal these key",3
556,The manufacturing industry will face the harsh challenge of huge carbon reduction! Taiwan Green Electric is in short supply. Blue and green need to work together to work together,3
557,"The coffee shop has a high ""anti -nuclear"" banner, but the air -conditioning is the strongest ... How many of the ridiculous Wenqing energy perspectives?",3
558,"The profits of the boss ""make a profit"" employee! How can this company rely on ""money and less money and get close to home"", so that annual revenue has increased by 15 % in 9 years?",0
559,"Nanshan Life actively introduced the TCFD management mechanism and obtained the first ""TCFD Performance Evaluation-Practitioner"" certificate through SGS verification",0
560,The financial industry response! Yuan Dajin builds a 100 % green power branch. Where is the next wave of renewable energy business opportunities?,0
561,"How does the number of ""Rural McDonald's"" starting the transformation and customer unit price of the ""Rural McDonald's"" of the newly “Rural McDonald's in the Rural McDonald's?",0
562,"COP26 ""43 financial giants smashed 130 trillion US dollars to achieve net zero, and 19 countries will terminate fossil fuel investment next year",3
563,Comparison of plastic reduction policies and systems in various countries! Which is more effective for reward discounts and price increases?,3
564,Armani and Longchamp all want it! How can a king who starts a business only starts at the age of 50?,0
565,Only low -carbon technology is not enough! How can the difficult emission reduction industries such as steel and cement move towards a net zero?,0
566,We are from low -carbon,3
567,"Not green and sustainable, the company is destined to be out! The manufacturing industry has achieved these 4 items, in fact, you have begun to lay out ESG",3
568,"The flowers command stick hidden ironhooks, inserted into the ears if they were not obedient ... Animal Tamer confession: If you have seen the trainer, you won't go to the circus to perform",3
569,"Foreign care runs away, money is missing ... What should the employer family do? The lawyer reminds to remember to do ""this matter""",3
570,Not only the disadvantaged group! This gift e -commerce company also uses gifts for Google and American Express to give play to the influence of corporate,0
571,"Europe is burning at high temperature! Drought not only impacts hydropower, but even wind power, nuclear energy, and coal -fired are failed.",3
572,"Xinguang Bank is happy for a acre of field, creating the environment and public welfare cycle",0
573,"Four years ago, a employee was full of ESG, reaching the net zero carbon volume in 2035 ... Grape Wang Chao was deployed before, Zeng Dong: We are doing it",0
574,"From street fashion H & M to high -end fashion Burberry: Injecting ""sustainable"" into fashion is ""true fashion""!",3
575,"""British Stone Bankruptcy"" and ""Sun and Moonlight Staying Factory"", a gray face, an applause ... The most important mind of a successful entrepreneur is these 5 words",3
576,"I'm good at him! In response to enterprises and general users to push environmental protection options, saving the earth and attacking the cloud market",0
577,Implement dynamic and static integration to welcome the new life of the cycle,3
578,"""Chiayi is burning here, Nantou is also burning."" 93 pieces last year, re -created forest resources",3
579,"The internal combustion engine cannot be killed, the Toyota Organization Oil Vehicle Alliance rejects the Glasgow Agreement",0
580,"After all, you will face it",3
581,East Asia's first case! The family supermarket 400 stores will introduce large -scale into the circular cup,0
582,"The deputy president of the science and technology factory fell into a coma, and finally decided to leave ""help everyone to take care of health""! How to exercise with APPs?",0
583,"Bringing benefits to the world, and also earning a ""technology towards good"" new wave for the company's attention to the company's attention to the company's attention",3
584,"[Illustration] What is carbon check? How to make a carbon reduction strategy? 1,290 companies carbon investigation and investigation once to see",3
585,"The United States has passed on carbon emission standards, and at least 40 % of electric vehicles sold in the automobile industry in 2030",3
586,"Can't the garbage truck chase? Unmanned garbage recycling station it can import Carrefour, and you can pour it with a leisurely card at any time.",0
587,"Once the tableware is polluted, it will become a virus hotbed ... Who says that epidemic prevention and environmental protection cannot have both?",3
588,"Yushan Gold Holdings has won the best performance of the ""MSCI ESG Ratings"" AA rating in Taiwan for 4 consecutive years",0
589,"After using the finished skin care products, after the packaging is recycled and clean, send it back to the consumers and use it! Beauty brand B enterprise, make your beauty and pure",0
590,Let Hao Nong Siwei replace the economy!,3
591,"""It has been more than 30 years, and now I can talk about it."" No low -cost competition! Zhang Zhongmou's pro -exposure of TSMC business studies",3
592,"I am most afraid to hear others say ""I love Taiwan ..."" Director Li An: Don't always say love",3
593,"Rain blew up, flooding, and disaster. Who will take care of the people's lives and property? If you want to coexist with extreme climate, there are two difficulties to be solved",3
594,"The idea of ​​""cutting trees = not environmental protection"" is out of date! This 100 -meter -high wooden building has set off a new revolution in the ""sustainable"" revolution in the building industry.",3
595,"How does the ""Sky Park"" in the highest green building in Taiwan implement the furniture cycle? The ""vertical life community"" created by Taipei 101 makes companies compete for learning",0
596,"One species disappears every 20 minutes! What you don't know: Species are extinct, in fact, the most harm to the developing countries in the development",3
597,"COP27 Stranding """" Taiwan Palau relations increased again, Egypt's on -site exchange agricultural adjustment",0
598,Carbon dioxide concentration hit a new high of 4 million years! Scientist: The world is dreaming and walking towards the disaster,3
599,"Semiconductor is thirsty! MediaTek fired the first shot, and provided a transfer bonus of 150,000 to 250,000 yuan for the first time",0
600,"Even Apple, Amazon, and Coca -Cola have joined the company! A report that affects the world: see ESG's question to the world",3
601,"In order to achieve energy -saving carbon reduction targets, China 9 provinces have electricity limit production and production and production",3
602,"In the 35 years of selling pots in department stores for the first time, he has lost money for the first time, and he has not cut off the salary and reduced his salary.",0
603,"Zhang Shufen not only donates money, but also does a charity project that the government cannot do",0
604,"Guo Taiming finds BNT to urge the goods ""Leave 30 million doses next year to get a good response""! 1300 words talk about the mind: the continuous chain of the power supply supply",3
605,Global emission error 13.3 billion tons per year? Can Microsoft leader Carbon Call plans to really solve climate problems?,3
606,"Realize the ""blue tears"" without light! Matsu passed the regulations on the control control regulations of the whole Taiwan, and the target dark empty islands",3
607,"The ""China Electric Power"" preferred by the Stock Stocks, why did the employees say to the chairman in the past 4 years? The story starts from the history of revenue in 2015",0
608,"82 companies in Taiwan have continuously created ""legend"".",3
609,"Food delivery new artifact! 2 electric bicycles invented by foreigners departed from Taiwan, swept out of the outsourcing world",0
610,"New Beibei limited! ""New Taipei Cute firewood dog (bag) box"" was born from now on, the dog clears super convenience",3
611,"Release employees 5,000 yuan per person! Jingcheng Bank called for ""consumption without zero"" to assist the store through the predicament of the epidemic",0
612,"No one is an outsider, and the environmental harm has never ended! The film ""The Truth of Evil Water"" is thought about the case of public environmental harm in Japan",3
613,"Hon Hai's global 1 million employees, less than 100 diagnosis in a single day, and free fast screening six months ago! How did this do it?",0
614,"Extinction of 16,000 high -polluting master cars! Hong Kong successfully improved air quality by ""sensor + camera""",3
615,"Long -term promises to buy renewable energy, TSMC does not intend to build a power plant, He Limei urged the government to start the carbon right trading platform as soon as possible",0
616,"Should not make huge profits by the epidemic crisis! They are committed to developing cheap new crown vaccines, and ""abandon patents"" hoping that everyone can play",3
617,"""TSMC's next factory is built in the United States, which is better than built in Asia!"" Why does Intel CEO think that the wafer fab is more important than crude oil in the future?",3
618,End Russian energy dependence! EU's 9.5 trillion new plan to accelerate energy transformation,3
619,"Copenhagen's most popular resort is a heavy pollution port! How does Denmark use ""urban innovation"" to change the sea port full of oil leakage and industrial waste?",3
620,Earth and enterprises are good for demonstration! Taida Electric Sustainable: Energy -saving is the real core technology of Taida,0
621,"Hedu Shuang CEO joint successor! TSMC has also done the ""Double Chief System"": The key to the four co -governances is read at a time",0
622,"""No one tells us how to do it."" Want to participate in ESG, SMEs can do this",3
623,"4 years of grinding a sword! Dacheng Chiayi Ma thick after the first phase of the food factory, Han Jiayu: Plant meat is the focus of Dacheng's future development",0
624,"""Famous Famous Reviews"" to abandon ideas can you master the best ""net zero emissions path""",3
625,"One table to understand why actively promotes ESG companies, can get higher rewards",0
626,"""Enterprise Carbon Health Inspection"" manufacturers need carbon footprint certification assistance. Huang Zhifang: The future will not be in line with the ""sustainable supply chain""",3
627,"Formosa Plastics New Smart leader ""Energy Storage National Team"" Wang Ruiyu: The largest ""power grid"" case in Taiwan will start next year",0
628,"The market value of Haidilao surpassed that of MediaTek for a period. Why is the stock price increasing by over 70% now, while still being swallowed up by the closure of 300 stores?",1
629,"The market value of Haidilao surpassed that of MediaTek for a period. Why is the stock price increasing by over 70% now, while still being swallowed up by the shutdown of 300 stores?",1
630,"Haidilao's market value has surpassed MediaTek for some time. Why is the stock price increasing by over 70% now, while still being swallowed up by the closure of 300 stores?",1
631,"With Haidilao's market value surpassing that of MediaTek for a period, why is the stock price increasing by over 70% now, while still struggling to cope with the closure of 300 stores?",1
632,"Haidilao's market value has surpassed MediaTek for a while. Why is the stock price increasing by over 70% now, but not shutting down 300 stores?",1
633,"Set up employee Elderly Rizhao Center! Sun Yueguang Investment Control spent 250 million yuan, Kaohsiung Nanzi set up a social enterprise company",0
634,"Trump bombarded China's ""pollution""! Xi Jinping's goal: 2060 before 2060, carbon neutralization, call for green recovery",3
635,"The top 5 of the good cities in Asia, and Taiwan accounted for 3! Zhang Yihan: Everyone is curious. Why can such a small place be so large?",0
636,"Delta's internal carbon price was charged for $ 300, and more than 200 energy -saving solutions were brought out! Why do you want to trouble carbon reduction?",0
637,"""I hope to bring the spirit of sustainability into the universe."" Taisu builds 34,000 species of ""Plant Version Noah's Ark"".",0
638,Economic Analysis / Green Energy will fall into the dark period of Taiwan's solar industry,3
639,"It is as juicy as real meat? 3D printing artificial steak appeared, star -rated restaurants adopted",0
640,I only have to have been to China Steel for a lifetime.,0
641,"Cloud Leopard Energy Cabinet is listed! Starting from covering solar energy, GOOGLE and Yushan Jin are customers.",0
642,What was the reason behind him not wanting Sun Bai from Wang Yongqing? Why chose to stay in a corporate fire pit that had been gone for five years?,4
643,What was the reason behind him not wanting Sun Bai from Wang Yongqing? Why chose to stay in a corporate fire pit that had been abandoned for five years?,4
644,"Given his disinterest in Wang Yongqing's Sun Bai, what motivated him to abandon their beloved and invest in a family-owned fire pit that had been abandoned for five years?",4
645,"If he didn't want Wang Yongqing's Sun Bai, then why did the individual choose to end up in a family-owned fire pit that had been abandoned for five years?",4
646,"Given his disinterest in Wang Yongqing's Sun Bai, what motivated him to abandon their beloved and invest in a family-owned coal mine that had been abandoned for five years?",4
647,"China's carbon trading market is officially launched! The global buddies fight for carbon reduction, why don't they please both sides?",3
648,"The heat wave strikes Taipei! Glass curtain building, just like ""wearing mink coats in summer"" ... Experts: building materials and design should be adapt to local conditions",3
649,"Who kills marine life? Studies: Chemical and plastic pollutants have a significant impact, why not be regulated",3
650,"Do you look at EPS or ESG? Every dollar goes out, determines whether you are a sustainable victim or a good investor",3
651,Elected to Dao Qiongyong Index for 8 consecutive years! Yushan implements social justice with financial operations,0
652,"Huaying and Green Energy are the worst of all, considering that almost 50 billion in loans were terminated, and Datong's ""Corruption"" shareholder was involved within a year.",1
653,"Are Huaying and Green Energy worse than others? Almost 50 billion in debts have expired, and Datong's ""Corruption"" shareholder reported it within a year.",1
654,"Huaying and Green Energy are the worst of all, considering that almost 50 billion in loans were terminated, and Datong's ""Corruption"" shareholder was involved within one year.",1
655,"Are Huaying and Green Energy worse than others? Almost 50 billion in debts have expired, and Datong's ""Corruption"" shareholder reported it within one year.",1
656,"The worst effects are likely to be felt in Huaying and Green Energy, given the expiration of almost 50 billion in loans, and the fact that Datong's ""Corruption"" shareholder was involved in one year of losses.",1
657,Cisection lenses are used to rush toilet? You may accidentally eat plastic particles! Teach you 3 tricks to correct recycling method,3
658,"The wildfire raging, the rise of the sea level ... ""Climate change"" made Trump re -elected as a dream? From the perspective of the US presidential election: How to determine the votes of the climate policy",3
659,"""What to eat for lunch"" is closely related to ESG? Don't wait for the last fish to be killed, we only understand that the money cannot be used!",3
660,The road to buying vegetables in Ama: Jinshan Town under the shadow of nuclear power,3
661,"""I have to include 3 small cucumbers into my diet every day for a while!"" How can the Nongwei fruit and vegetables be supplied without hindering their growth during the epidemic?",2
662,"""I have to include 3 small cucumbers into my diet every day for a while!"" How can the Nongwei fruit and vegetables be supplied without hindering their successful growth during the outbreak?",2
663,"How can the Nongwei fruit and vegetables be supplied without hindering their growth during the epidemic, given that I must add three small cucumbers daily for a while?",2
664,"How can the Nongwei fruit and vegetables be supplied without hindering their growth during the epidemic, given that I have to include three small cucumbers daily for a while?",2
665,"In the midst of the Nongwei crop epidemic, how can they be supplied with 3 small cucumbers daily without hindering their growth?",2
666,"After welcoming the epidemic era, ""zero contact"" has become a new financial life",0
667,"I haven't joked with you! Dyson New Technology ""Air Clean Pure"" is about to go public",0
668,"In 20 years, it cost $ 1 billion in carbon -saving water reduction ... 3M company anti -climate change: performance has grown against the trend",0
669,"""McKinsey Talking Enterprise Transformation"" ""Towns towels every year, there are still water coming out, but less and less"", old companies keep old towels, after all, they will do",3
670,"The prohibition of Australian coal in the country entails high electricity costs, necessitating workers to scale the 20th floor for work and making decisions that are difficult to alter.",4
671,"The prohibition of Australian coal in the country entails high electricity costs, necessitating employees to reach the 20th floor for work and making decisions that are difficult to alter.",4
672,"Australian coal is banned in Australia, resulting in heavy electricity consumption due to the 20th floor's darkness and political priority.",4
673,"Australian coal is banned in Australia, resulting in heavy electricity consumption due to the 20th floor's dark and political situation.",4
674,"Due to the illegality of Australian coal, employees in the 20th floor are unable to use it due to high electricity costs and poor political decision-making.",4
675,"From the housewife to the hundreds of billions of big groups ... For two years, how did Yan Chen Lilian at the helm of Yulong shocked the storm?",0
676,"How do small and medium -sized enterprises do ESG? ""Potential B -type Enterprise Accelerator Project"" takes you to quickly clear the level!",3
677,The head of Taiwan's financial industry Cathay Gold Control into RE100 corporate member,0
678,"Exclusive interview ""Carter, Stances: Do not expect the current approach to save the earth! After COP26, there is still a long way to go",3
679,"Sustainable operation is the future trend! In 2022, corporate operations are key at one time",3
680,"Carbon check is a big challenge! Seven institutions investigated 200,000 companies in carbon, Wang Meihua: Counseling increases 2 institutions",3
681,"Qunchuang adjusts salary in advance! The starting salary of college students is 38,000 to 44,000 yuan, and 58,000 yuan is viewed by 48,000 masters",0
682,"The European customers have been chased by them for four consecutive days without any carbon emissions, resulting in 300 small and medium-sized enterprises conducting comprehensive research that revealed Taiwan's lack of capital.",1
683,"For a period of 7 days, European customers have been chased by them for 4 consecutive days and were left without carbon emissions.",1
684,"After being chased by European customers for four consecutive days, they were left without carbon emissions.",1
685,"After being chased by European customers for four consecutive days, they were left without carbon credits after conducting thorough investigations.",1
686,"The European customers have been chased by them for four consecutive days without any carbon emissions, resulting in 300 small and medium-sized enterprises conducting comprehensive research that revealed Taiwan's lack of funds.",1
687,"""Industrial Dilemma"" TSMC and Sinosteel are cleaning up, and they are waiting for government systemic strategic support",3
688,"With his ""Golden Hand Award"" win from Lin Jialong, the Dahua Shangjie Factory successfully remediated air pollution after 5 years.",1
689,"The ""Golden Hand Award"" from Lin Jialong has been bestowed upon him! Dahua Shangjie Factory took away air pollution after 5 years and was refunded 110 million in air pollution fees.",1
690,"The ""Golden Hand Award"" from Lin Jialong has been bestowed upon him! Dahua Shangjie Factory monopolized air pollution for 5 years and was compensated with 110 million air pollution fees.",1
691,"Lin Jialong bestowed him with the ""Golden Hand Award"" and he was recognized for his efforts. Dahua Shangjie Factory took control of air pollution after 5 years, and it was compensated with 110 million air pollution fees.",1
692,"Lin Jialong bestowed him with the ""Golden Hand Award"" and he was recognized for his efforts. Dahua Shangjie Factory took control of air pollution after 5 years, and it was compensated with 110 million air pollute fees.",1
693,"Forcing monkeys to depression for life, heating the dog to death, injected chemical agents into rabbit eyes ... Why should we refuse cruel living experiments",3
694,"""Blue Economy"" rise! The ocean is also a good carbon helper. The carbon amount of seagrass and seaweed seal is much higher than the tropical rain forest",0
695,TSMC and Tesla's production lines are both captured! How to grab 10 % of the global markets and turn over the hidden champion of Taiwan?,0
696,"""It can also be painful to be environmentally friendly!"" How can the Takashima Jingxiang Group get rid of the stereotype and attract young people to reduce the net beach?",3
697,"The green wave strikes, and the first green technology new national team has officially become a army to welcome the major business opportunities for transformation.",3
698,"Generally, employees can also receive 18 months and 10 days a month to work at home! Taiwan grabbing talents, the core team of the ""Presbyterian Formation"" appeared",0
699,"Wuhan pneumoniated film industry! Disney's ""Crisis Management"" lesson: This method increases the company's annual increase of 2 %, earning 3.9 billion US dollars",0
700,Carbon reduction 8 % is more environmentally friendly! Ya Ni successfully launched low carbon cement,0
701,Let a group of business owners rebuilt more than 20 years! ESG's attention to ethics is the foundation of the company's long -term profit,3
702,Behind the disappearance of the Taiwan West Green Energy Zone is the pain point of renewable energy development,3
703,The electricity consumption has decreased for 7 years! The carbon reduction effect is equal to 67 Daan Forest Park. How can Far East Department Store do?,0
704,"""My money is to solve the earth's problem and build a city in Mars!"" Musk became the richest man in the world, the biggest inspiration to the world to the world",3
705,Renewable energy accounts for more than 60%! How to achieve stable power supply?,3
706,Retreat in many food safety storms! Li Ren promotes organic cultivation and no added products. After 25 years of sustainability,0
707,Wildlife and business are intertwined,3
708,Millennial heart direction,3
709,"Zhang Congyuan, a 73-year-old man, has become an influential figure due to his business decisions and personal warmth that contributes to medical treatment.",4
710,"Zhang Congyuan, a 73-year-old man, has become an influential figure due to his business decisions that offer advantages and his personal warmth helps in seeking medical treatment.",4
711,"Guo Dong, a wealthy individual, aged 73, attributes his success to the willingness of business leaders like Zhang Congyuan to make advantageous business decisions and utilize private warmth to seek medical care.",4
712,"Guo Dong, a wealthy individual, aged 73, attributes his success to the willingness of business leaders like Zhang Congyuan to make advantageous business decisions and utilize private warmth for medical care.",4
713,"With business decisions willing to pay off, Zhang Congyuan, a 73-year-old doctor, has become an influential figure in China.",4
714,"USPace enters the shared electric vehicle market, and the new service ""Udrive You driver"" will bring additional benefits to Tesla car owners",0
715,Everyone is responsible for changing the expectations of the government!,3
716,New Crown pneumonia allows responsibilities to invest in the shape,3
717,"Breaking 40 degrees in summer will be the new normal? Look at 5 charts: the most frequent high -temperature warning is the ""place""",3
718,"This company coexist with 60 big trees, and also turns coffee dregs into shampoo! Order's Director ""look at this"" is permanently operating",0
719,The world's first paper mobile phone! Realme launches GT2 Pro to explore future perpetual design,0
720,"The Arctic is high at 38 degrees, as hot as Taiwan! Hunger affects reproduction ability, polar bears for extinction at the end of the century",3
721,US stocks were frightened after Trump shouted that the cards had been played.,4
722,"With Trump's squealing, ""the cards are in the balance"" and US stocks panicking, what does this mean for the stock market prospects? Experts suggest that these three directions need to be adjusted.",4
723,"With Trump's squealing, ""the cards are in the balance"" and US stocks panicking, what does this mean for the stock market prospects? Experts suggest that these three directions need to be modified.",4
724,US stocks were frightened after Trump shouted that the cards had been played out.,4
725,"According to experts, the US stock market prospects are not promising due to Trump's shouting about negotiated cards and fear-mongering.",4
726,"Tattoo earned 0.57 yuan per share in the first season, and the three core causes fully reducing the carbon row",0
727,"Despite the significance of profit and innovation, why would Shen Qian, founder of Huirong, decide to sell his company at this time?",2
728,"Despite the significance of profit and innovation, why would Shen Qian, founder of Huirong, decide to sell his company at this point in time?",2
729,"Why would someone choose to sell their company at this time, when profit and innovation are already a factor in the success of the IC Design Factory M&A Case?",2
730,"Why would someone choose to sell their company at this time, when profit and innovation are already a factor in the success of the IC Design Factory M&A case?",2
731,"In light of the importance of profit and innovation, why is it necessary to sell IC Design Factory's M&A case?",2
732,"The lack of unscrupulous reasoning and gold inspection ... The record of nearly 265 million yuan in the first October of the finance industry broke the record, and the top 15 lists were exposed",3
733,Dig in Taiwan's beautiful tea seed hall to find the brand spirit from the land,0
734,"The ""Evergrande Empire"" includes an examination of the ""power limit order"" and a former IMF chief economist who suggests that they are in trouble.",1
